smoothed_trust_who,smoothed_trust_who_se,sample_size,country,iso_code,gid_0,survey_date
0.340573,0.017351,752.0,Moldova,MDA,MDA,20210120
0.415815,0.012771,1483.0,Morocco,MAR,MAR,20210120
0.610926,0.018247,706.0,Mozambique,MOZ,MOZ,20210120
0.719042,0.010094,1989.0,Myanmar,MMR,MMR,20210120
0.709197,0.011052,1695.0,Nepal,NPL,NPL,20210120
0.299765,0.003764,14843.0,Netherlands,NLD,NLD,20210120
0.444234,0.007536,4371.0,New Zealand,NZL,NZL,20210120
0.69164,0.011511,1624.0,Nicaragua,NIC,NIC,20210120
0.595806,0.00758,4201.0,Nigeria,NGA,NGA,20210120
0.444565,0.00528,8884.0,Norway,NOR,NOR,20210120
0.528192,0.030735,260.0,Oman,OMN,OMN,20210120
0.606134,0.008249,3512.0,Pakistan,PAK,PAK,20210120
0.420431,0.017657,815.0,Palestine,PSE,PSE,20210120
0.467165,0.012315,1642.0,Panama,PAN,PAN,20210120
0.459063,0.012283,1648.0,Paraguay,PRY,PRY,20210120
0.548328,0.005439,8390.0,Peru,PER,PER,20210120
0.544635,0.004783,10845.0,Philippines,PHL,PHL,20210120
0.350956,0.004786,9956.0,Poland,POL,POL,20210120
0.614112,0.004115,14040.0,Portugal,PRT,PRT,20210120
0.685254,0.007757,3704.0,"Puerto Rico, U.S.",PRI,PRI,20210120
0.564978,0.025608,396.0,Qatar,QAT,QAT,20210120
0.386678,0.005354,8285.0,Romania,ROU,ROU,20210120
0.245576,0.004545,8947.0,Russia,RUS,RUS,20210120
0.469229,0.011559,1858.0,Saudi Arabia,SAU,SAU,20210120
0.374198,0.031176,230.0,Senegal,SEN,SEN,20210120
0.288211,0.008066,3158.0,Serbia,SRB,SRB,20210120
0.454185,0.014207,1244.0,Singapore,SGP,SGP,20210120
0.348748,0.007653,3887.0,Slovakia,SVK,SVK,20210120
0.321177,0.011519,1650.0,Slovenia,SVN,SVN,20210120
0.424333,0.005433,8305.0,South Africa,ZAF,ZAF,20210120
0.48575,0.007039,5033.0,South Korea,KOR,KOR,20210120
0.571955,0.003248,23210.0,Spain,ESP,ESP,20210120
0.740834,0.014212,949.0,Sri Lanka,LKA,LKA,20210120
0.591263,0.014248,1197.0,Sudan,SDN,SDN,20210120
0.480233,0.003391,21865.0,Sweden,SWE,SWE,20210120
0.323998,0.006469,5278.0,Switzerland,CHE,CHE,20210120
0.243518,0.003564,14558.0,Taiwan,TWN,TWN,20210120
0.537866,0.03047,270.0,Tanzania,TZA,TZA,20210120
0.552108,0.003754,17451.0,Thailand,THA,THA,20210120
0.418883,0.009946,2460.0,Tunisia,TUN,TUN,20210120
0.456859,0.005098,9580.0,Turkey,TUR,TUR,20210120
0.3589,0.004581,10988.0,Ukraine,UKR,UKR,20210120
0.605753,0.01003,2392.0,United Arab Emirates,ARE,ARE,20210120
0.470863,0.003339,22351.0,United Kingdom,GBR,GBR,20210120
0.511566,0.00768,4249.0,Uruguay,URY,URY,20210120
0.332952,0.020035,554.0,Uzbekistan,UZB,UZB,20210120
0.644485,0.00673,5083.0,Venezuela,VEN,VEN,20210120
0.549484,0.004957,10098.0,Vietnam,VNM,VNM,20210120
0.437548,0.024246,427.0,Yemen,YEM,YEM,20210120
0.672134,0.017899,689.0,Afghanistan,AFG,AFG,20210121
0.412868,0.022516,475.0,Albania,ALB,ALB,20210121
0.342642,0.010368,2105.0,Algeria,DZA,DZA,20210121
0.562151,0.02677,350.0,Angola,AGO,AGO,20210121
0.539451,0.003715,18024.0,Argentina,ARG,ARG,20210121
0.326437,0.029822,261.0,Armenia,ARM,ARM,20210121
0.434532,0.004664,11548.0,Australia,AUS,AUS,20210121
0.349113,0.006231,5963.0,Austria,AUT,AUT,20210121
0.275743,0.019643,524.0,Azerbaijan,AZE,AZE,20210121
0.688762,0.008897,2729.0,Bangladesh,BGD,BGD,20210121
0.330024,0.011368,1724.0,Belarus,BLR,BLR,20210121
0.332745,0.006292,5673.0,Belgium,BEL,BEL,20210121
0.473973,0.039513,160.0,Benin,BEN,BEN,20210121
0.499652,0.007062,5054.0,Bolivia,BOL,BOL,20210121
0.374026,0.016248,915.0,Bosnia and Herzegovina,BIH,BIH,20210121
0.748273,0.001401,95913.0,Brazil,BRA,BRA,20210121
0.292597,0.008109,3241.0,Bulgaria,BGR,BGR,20210121
0.482687,0.033316,226.0,Burkina Faso,BFA,BFA,20210121
0.667674,0.026702,312.0,Cambodia,KHM,KHM,20210121
0.366413,0.027526,306.0,Cameroon,CMR,CMR,20210121
0.422806,0.003607,18818.0,Canada,CAN,CAN,20210121
0.518752,0.00522,9170.0,Chile,CHL,CHL,20210121
0.609729,0.003556,18820.0,Colombia,COL,COL,20210121
0.628298,0.008829,3054.0,Costa Rica,CRI,CRI,20210121
0.462157,0.020682,583.0,C̫te d'Ivoire,CIV,CIV,20210121
0.291015,0.009146,2477.0,Croatia,HRV,HRV,20210121
0.250372,0.005601,5997.0,Czech Republic,CZE,CZE,20210121
0.331095,0.031975,224.0,Democratic Republic of the Congo,COD,COD,20210121
0.42894,0.005025,9767.0,Denmark,DNK,DNK,20210121
0.5175,0.010058,2493.0,Dominican Republic,DOM,DOM,20210121
0.529354,0.00624,6408.0,Ecuador,ECU,ECU,20210121
0.508592,0.005775,7484.0,Egypt,EGY,EGY,20210121
0.620966,0.008834,3052.0,El Salvador,SLV,SLV,20210121
0.658181,0.020792,524.0,Ethiopia,ETH,ETH,20210121
0.479712,0.009999,2501.0,Finland,FIN,FIN,20210121
0.333505,0.00266,31525.0,France,FRA,FRA,20210121
0.35976,0.002564,35037.0,Germany,DEU,DEU,20210121
0.505258,0.013485,1381.0,Ghana,GHA,GHA,20210121
0.53995,0.007282,4713.0,Greece,GRC,GRC,20210121
0.62638,0.009182,2806.0,Guatemala,GTM,GTM,20210121
0.434532,0.042951,139.0,Guinea,GIN,GIN,20210121
0.417235,0.032666,229.0,Haiti,HTI,HTI,20210121
0.674645,0.010089,2180.0,Honduras,HND,HND,20210121
0.36915,0.012562,1498.0,Hong Kong,HKG,HKG,20210121
0.423979,0.004723,10938.0,Hungary,HUN,HUN,20210121
0.594208,0.003711,17508.0,India,IND,IND,20210121
0.332107,0.004044,13576.0,Indonesia,IDN,IDN,20210121
0.486641,0.009209,2966.0,Iraq,IRQ,IRQ,20210121
0.574086,0.006754,5612.0,Ireland,IRL,IRL,20210121
0.42349,0.010075,2452.0,Israel,ISR,ISR,20210121
0.597138,0.002715,32660.0,Italy,ITA,ITA,20210121
0.3812,0.001895,65763.0,Japan,JPN,JPN,20210121
0.346165,0.010534,2072.0,Jordan,JOR,JOR,20210121
0.191897,0.012301,1033.0,Kazakhstan,KAZ,KAZ,20210121
0.680727,0.009319,2509.0,Kenya,KEN,KEN,20210121
0.509972,0.024049,447.0,Kuwait,KWT,KWT,20210121
0.298586,0.022895,420.0,Kyrgyzstan,KGZ,KGZ,20210121
0.486623,0.034327,214.0,Laos,LAO,LAO,20210121
0.518692,0.012022,1795.0,Lebanon,LBN,LBN,20210121
0.538597,0.013213,1438.0,Libya,LBY,LBY,20210121
0.382789,0.043532,131.0,Madagascar,MDG,MDG,20210121
0.512813,0.005714,7673.0,Malaysia,MYS,MYS,20210121
0.547123,0.032706,233.0,Mali,MLI,MLI,20210121
0.725584,0.001702,68794.0,Mexico,MEX,MEX,20210121
0.335308,0.01748,735.0,Moldova,MDA,MDA,20210121
0.41006,0.012797,1469.0,Morocco,MAR,MAR,20210121
0.61406,0.0181,714.0,Mozambique,MOZ,MOZ,20210121
0.713175,0.010132,1998.0,Myanmar,MMR,MMR,20210121
0.710508,0.01095,1719.0,Nepal,NPL,NPL,20210121
0.29686,0.003767,14729.0,Netherlands,NLD,NLD,20210121
0.442641,0.007612,4298.0,New Zealand,NZL,NZL,20210121
0.680724,0.011503,1653.0,Nicaragua,NIC,NIC,20210121
0.588382,0.007643,4153.0,Nigeria,NGA,NGA,20210121
0.445736,0.005334,8706.0,Norway,NOR,NOR,20210121
0.526884,0.031337,250.0,Oman,OMN,OMN,20210121
0.608412,0.008237,3514.0,Pakistan,PAK,PAK,20210121
0.431236,0.017746,805.0,Palestine,PSE,PSE,20210121
0.486295,0.012409,1621.0,Panama,PAN,PAN,20210121
0.473572,0.012261,1663.0,Paraguay,PRY,PRY,20210121
0.538789,0.005423,8484.0,Peru,PER,PER,20210121
0.544498,0.004838,10604.0,Philippines,PHL,PHL,20210121
0.352758,0.004832,9792.0,Poland,POL,POL,20210121
0.61505,0.004061,14691.0,Portugal,PRT,PRT,20210121
0.67922,0.00779,3706.0,"Puerto Rico, U.S.",PRI,PRI,20210121
0.539487,0.025553,402.0,Qatar,QAT,QAT,20210121
0.39045,0.005387,8211.0,Romania,ROU,ROU,20210121
0.250719,0.004599,8867.0,Russia,RUS,RUS,20210121
0.474663,0.011486,1880.0,Saudi Arabia,SAU,SAU,20210121
0.395096,0.03171,235.0,Senegal,SEN,SEN,20210121
0.288944,0.008116,3124.0,Serbia,SRB,SRB,20210121
0.445222,0.01409,1261.0,Singapore,SGP,SGP,20210121
0.340488,0.007697,3791.0,Slovakia,SVK,SVK,20210121
0.3241,0.011634,1627.0,Slovenia,SVN,SVN,20210121
0.423734,0.005458,8236.0,South Africa,ZAF,ZAF,20210121
0.471081,0.007071,4993.0,South Korea,KOR,KOR,20210121
0.57458,0.00325,23138.0,Spain,ESP,ESP,20210121
0.726024,0.014399,962.0,Sri Lanka,LKA,LKA,20210121
0.616849,0.014107,1192.0,Sudan,SDN,SDN,20210121
0.483007,0.003468,21671.0,Sweden,SWE,SWE,20210121
0.327779,0.006547,5182.0,Switzerland,CHE,CHE,20210121
0.249862,0.003545,14976.0,Taiwan,TWN,TWN,20210121
0.530881,0.029447,289.0,Tanzania,TZA,TZA,20210121
0.541886,0.003814,16986.0,Thailand,THA,THA,20210121
0.421914,0.009979,2446.0,Tunisia,TUN,TUN,20210121
0.452604,0.005135,9426.0,Turkey,TUR,TUR,20210121
0.360278,0.004566,11082.0,Ukraine,UKR,UKR,20210121
0.613145,0.009927,2426.0,United Arab Emirates,ARE,ARE,20210121
0.47227,0.003357,22127.0,United Kingdom,GBR,GBR,20210121
0.507466,0.007722,4227.0,Uruguay,URY,URY,20210121
0.331267,0.019615,577.0,Uzbekistan,UZB,UZB,20210121
0.633499,0.006796,5061.0,Venezuela,VEN,VEN,20210121
0.541276,0.004922,10264.0,Vietnam,VNM,VNM,20210121
0.443917,0.024266,433.0,Yemen,YEM,YEM,20210121
0.652211,0.018899,675.0,Afghanistan,AFG,AFG,20210122
0.388989,0.022873,452.0,Albania,ALB,ALB,20210122
0.34509,0.01049,2073.0,Algeria,DZA,DZA,20210122
0.564201,0.027124,343.0,Angola,AGO,AGO,20210122
0.538658,0.003723,17954.0,Argentina,ARG,ARG,20210122
0.320895,0.030046,257.0,Armenia,ARM,ARM,20210122
0.435914,0.004745,11191.0,Australia,AUS,AUS,20210122
0.348059,0.006238,5880.0,Austria,AUT,AUT,20210122
0.274649,0.019629,524.0,Azerbaijan,AZE,AZE,20210122
0.673848,0.009016,2806.0,Bangladesh,BGD,BGD,20210122
0.327331,0.011502,1677.0,Belarus,BLR,BLR,20210122
0.326587,0.006283,5606.0,Belgium,BEL,BEL,20210122
0.470487,0.042961,135.0,Benin,BEN,BEN,20210122
0.496226,0.007074,5032.0,Bolivia,BOL,BOL,20210122
0.372936,0.016624,874.0,Bosnia and Herzegovina,BIH,BIH,20210122
0.747258,0.001424,93179.0,Brazil,BRA,BRA,20210122
0.29631,0.008163,3207.0,Bulgaria,BGR,BGR,20210122
0.467318,0.03236,237.0,Burkina Faso,BFA,BFA,20210122
0.667242,0.026847,313.0,Cambodia,KHM,KHM,20210122
0.3725,0.027212,315.0,Cameroon,CMR,CMR,20210122
0.42109,0.003632,18579.0,Canada,CAN,CAN,20210122
0.519248,0.005205,9218.0,Chile,CHL,CHL,20210122
0.606972,0.003575,18692.0,Colombia,COL,COL,20210122
0.637198,0.008826,3000.0,Costa Rica,CRI,CRI,20210122
0.466567,0.02058,592.0,C̫te d'Ivoire,CIV,CIV,20210122
0.281472,0.009161,2412.0,Croatia,HRV,HRV,20210122
0.251663,0.005644,5926.0,Czech Republic,CZE,CZE,20210122
0.333687,0.032221,224.0,Democratic Republic of the Congo,COD,COD,20210122
0.42766,0.005104,9462.0,Denmark,DNK,DNK,20210122
0.506739,0.010213,2415.0,Dominican Republic,DOM,DOM,20210122
0.53324,0.006247,6390.0,Ecuador,ECU,ECU,20210122
0.50418,0.005847,7369.0,Egypt,EGY,EGY,20210122
0.619808,0.008814,3070.0,El Salvador,SLV,SLV,20210122
0.662492,0.020942,549.0,Ethiopia,ETH,ETH,20210122
0.486782,0.010115,2441.0,Finland,FIN,FIN,20210122
0.332831,0.002662,31442.0,France,FRA,FRA,20210122
0.359193,0.002589,34354.0,Germany,DEU,DEU,20210122
0.504186,0.01317,1448.0,Ghana,GHA,GHA,20210122
0.547325,0.007334,4612.0,Greece,GRC,GRC,20210122
0.619373,0.009138,2852.0,Guatemala,GTM,GTM,20210122
0.486902,0.043312,137.0,Guinea,GIN,GIN,20210122
0.424882,0.032182,239.0,Haiti,HTI,HTI,20210122
0.672443,0.010026,2213.0,Honduras,HND,HND,20210122
0.3753,0.01267,1484.0,Hong Kong,HKG,HKG,20210122
0.427534,0.004765,10784.0,Hungary,HUN,HUN,20210122
0.589158,0.003731,18119.0,India,IND,IND,20210122
0.327937,0.004059,13476.0,Indonesia,IDN,IDN,20210122
0.478315,0.009294,2913.0,Iraq,IRQ,IRQ,20210122
0.580825,0.006826,5473.0,Ireland,IRL,IRL,20210122
0.423275,0.01021,2384.0,Israel,ISR,ISR,20210122
0.595427,0.002739,32140.0,Italy,ITA,ITA,20210122
0.377567,0.001907,64645.0,Japan,JPN,JPN,20210122
0.355184,0.010711,2008.0,Jordan,JOR,JOR,20210122
0.184323,0.012052,1046.0,Kazakhstan,KAZ,KAZ,20210122
0.677574,0.009331,2519.0,Kenya,KEN,KEN,20210122
0.509077,0.024366,436.0,Kuwait,KWT,KWT,20210122
0.296504,0.023197,410.0,Kyrgyzstan,KGZ,KGZ,20210122
0.504106,0.033719,218.0,Laos,LAO,LAO,20210122
0.521002,0.011988,1756.0,Lebanon,LBN,LBN,20210122
0.54908,0.013288,1419.0,Libya,LBY,LBY,20210122
0.336957,0.043023,128.0,Madagascar,MDG,MDG,20210122
0.502938,0.005751,7583.0,Malaysia,MYS,MYS,20210122
0.513207,0.032998,234.0,Mali,MLI,MLI,20210122
0.727707,0.00169,69398.0,Mexico,MEX,MEX,20210122
0.322812,0.017383,731.0,Moldova,MDA,MDA,20210122
0.424377,0.012719,1499.0,Morocco,MAR,MAR,20210122
0.601803,0.018027,733.0,Mozambique,MOZ,MOZ,20210122
0.723874,0.010173,1970.0,Myanmar,MMR,MMR,20210122
0.709311,0.011066,1699.0,Nepal,NPL,NPL,20210122
0.29411,0.003793,14449.0,Netherlands,NLD,NLD,20210122
0.432724,0.007673,4214.0,New Zealand,NZL,NZL,20210122
0.680171,0.011596,1626.0,Nicaragua,NIC,NIC,20210122
0.580544,0.00775,4139.0,Nigeria,NGA,NGA,20210122
0.452045,0.005395,8530.0,Norway,NOR,NOR,20210122
0.494344,0.032423,242.0,Oman,OMN,OMN,20210122
0.612085,0.008164,3614.0,Pakistan,PAK,PAK,20210122
0.434759,0.017832,787.0,Palestine,PSE,PSE,20210122
0.480934,0.012452,1607.0,Panama,PAN,PAN,20210122
0.473877,0.012248,1663.0,Paraguay,PRY,PRY,20210122
0.541902,0.00539,8603.0,Peru,PER,PER,20210122
0.538617,0.004877,10460.0,Philippines,PHL,PHL,20210122
0.355245,0.004851,9742.0,Poland,POL,POL,20210122
0.619129,0.003995,15104.0,Portugal,PRT,PRT,20210122
0.681936,0.007668,3804.0,"Puerto Rico, U.S.",PRI,PRI,20210122
0.582002,0.025907,406.0,Qatar,QAT,QAT,20210122
0.392017,0.005414,8136.0,Romania,ROU,ROU,20210122
0.247663,0.004663,8641.0,Russia,RUS,RUS,20210122
0.476624,0.011404,1917.0,Saudi Arabia,SAU,SAU,20210122
0.410971,0.032729,223.0,Senegal,SEN,SEN,20210122
0.297751,0.008258,3069.0,Serbia,SRB,SRB,20210122
0.434824,0.013855,1289.0,Singapore,SGP,SGP,20210122
0.337667,0.007775,3703.0,Slovakia,SVK,SVK,20210122
0.317941,0.011738,1584.0,Slovenia,SVN,SVN,20210122
0.425078,0.00546,8240.0,South Africa,ZAF,ZAF,20210122
0.473907,0.007139,4912.0,South Korea,KOR,KOR,20210122
0.57965,0.003249,23085.0,Spain,ESP,ESP,20210122
0.72405,0.014539,957.0,Sri Lanka,LKA,LKA,20210122
0.626926,0.014473,1144.0,Sudan,SDN,SDN,20210122
0.484599,0.003483,21497.0,Sweden,SWE,SWE,20210122
0.32983,0.006554,5186.0,Switzerland,CHE,CHE,20210122
0.252007,0.003514,15321.0,Taiwan,TWN,TWN,20210122
0.540547,0.028585,312.0,Tanzania,TZA,TZA,20210122
0.526036,0.003914,16266.0,Thailand,THA,THA,20210122
0.419429,0.010042,2417.0,Tunisia,TUN,TUN,20210122
0.45271,0.005186,9240.0,Turkey,TUR,TUR,20210122
0.352247,0.00461,10817.0,Ukraine,UKR,UKR,20210122
0.604051,0.009961,2431.0,United Arab Emirates,ARE,ARE,20210122
0.473346,0.003381,21816.0,United Kingdom,GBR,GBR,20210122
0.505602,0.007802,4164.0,Uruguay,URY,URY,20210122
0.333371,0.019754,570.0,Uzbekistan,UZB,UZB,20210122
0.633386,0.006803,5031.0,Venezuela,VEN,VEN,20210122
0.538637,0.004892,10410.0,Vietnam,VNM,VNM,20210122
0.423383,0.02407,442.0,Yemen,YEM,YEM,20210122
0.651064,0.019355,674.0,Afghanistan,AFG,AFG,20210123
0.377789,0.022452,467.0,Albania,ALB,ALB,20210123
0.35045,0.010511,2081.0,Algeria,DZA,DZA,20210123
0.554728,0.026695,362.0,Angola,AGO,AGO,20210123
0.540401,0.003738,17803.0,Argentina,ARG,ARG,20210123
0.296214,0.029407,255.0,Armenia,ARM,ARM,20210123
0.438267,0.0048,10949.0,Australia,AUS,AUS,20210123
0.347831,0.006279,5803.0,Austria,AUT,AUT,20210123
0.264764,0.019817,503.0,Azerbaijan,AZE,AZE,20210123
0.6748,0.008989,2883.0,Bangladesh,BGD,BGD,20210123
0.327411,0.011625,1640.0,Belarus,BLR,BLR,20210123
0.325037,0.006311,5544.0,Belgium,BEL,BEL,20210123
0.452774,0.042343,143.0,Benin,BEN,BEN,20210123
0.505592,0.007048,5056.0,Bolivia,BOL,BOL,20210123
0.361825,0.016617,861.0,Bosnia and Herzegovina,BIH,BIH,20210123
0.746542,0.001441,91076.0,Brazil,BRA,BRA,20210123
0.291876,0.008234,3119.0,Bulgaria,BGR,BGR,20210123
0.451234,0.032714,232.0,Burkina Faso,BFA,BFA,20210123
0.675044,0.027529,298.0,Cambodia,KHM,KHM,20210123
0.337442,0.026324,323.0,Cameroon,CMR,CMR,20210123
0.425064,0.003664,18291.0,Canada,CAN,CAN,20210123
0.521193,0.005187,9280.0,Chile,CHL,CHL,20210123
0.611195,0.003569,18686.0,Colombia,COL,COL,20210123
0.638044,0.008901,2961.0,Costa Rica,CRI,CRI,20210123
0.4601,0.020582,595.0,C̫te d'Ivoire,CIV,CIV,20210123
0.280037,0.009359,2303.0,Croatia,HRV,HRV,20210123
0.248196,0.005626,5904.0,Czech Republic,CZE,CZE,20210123
0.335103,0.031919,232.0,Democratic Republic of the Congo,COD,COD,20210123
0.431095,0.005132,9372.0,Denmark,DNK,DNK,20210123
0.514021,0.010149,2442.0,Dominican Republic,DOM,DOM,20210123
0.531192,0.00625,6386.0,Ecuador,ECU,ECU,20210123
0.491024,0.005931,7188.0,Egypt,EGY,EGY,20210123
0.620672,0.008847,3046.0,El Salvador,SLV,SLV,20210123
0.661212,0.021095,574.0,Ethiopia,ETH,ETH,20210123
0.487667,0.010122,2439.0,Finland,FIN,FIN,20210123
0.332026,0.002658,31506.0,France,FRA,FRA,20210123
0.36075,0.002613,33806.0,Germany,DEU,DEU,20210123
0.500194,0.012871,1517.0,Ghana,GHA,GHA,20210123
0.544539,0.007316,4640.0,Greece,GRC,GRC,20210123
0.618594,0.00911,2872.0,Guatemala,GTM,GTM,20210123
0.5207,0.041889,144.0,Guinea,GIN,GIN,20210123
0.415398,0.032355,233.0,Haiti,HTI,HTI,20210123
0.67284,0.009915,2267.0,Honduras,HND,HND,20210123
0.378175,0.012586,1507.0,Hong Kong,HKG,HKG,20210123
0.424803,0.004768,10750.0,Hungary,HUN,HUN,20210123
0.589367,0.003757,18647.0,India,IND,IND,20210123
0.329836,0.004116,13245.0,Indonesia,IDN,IDN,20210123
0.478594,0.009358,2874.0,Iraq,IRQ,IRQ,20210123
0.574328,0.006905,5372.0,Ireland,IRL,IRL,20210123
0.430695,0.010383,2313.0,Israel,ISR,ISR,20210123
0.595366,0.00276,31649.0,Italy,ITA,ITA,20210123
0.374473,0.001907,64501.0,Japan,JPN,JPN,20210123
0.350737,0.01076,1981.0,Jordan,JOR,JOR,20210123
0.19671,0.01229,1062.0,Kazakhstan,KAZ,KAZ,20210123
0.682919,0.009298,2516.0,Kenya,KEN,KEN,20210123
0.51721,0.024023,444.0,Kuwait,KWT,KWT,20210123
0.321527,0.023438,409.0,Kyrgyzstan,KGZ,KGZ,20210123
0.51315,0.032774,230.0,Laos,LAO,LAO,20210123
0.526889,0.012085,1719.0,Lebanon,LBN,LBN,20210123
0.546908,0.013497,1378.0,Libya,LBY,LBY,20210123
0.321691,0.042913,126.0,Madagascar,MDG,MDG,20210123
0.501132,0.005783,7501.0,Malaysia,MYS,MYS,20210123
0.484864,0.033024,237.0,Mali,MLI,MLI,20210123
0.727391,0.001683,70020.0,Mexico,MEX,MEX,20210123
0.320959,0.017485,722.0,Moldova,MDA,MDA,20210123
0.423933,0.01264,1543.0,Morocco,MAR,MAR,20210123
0.592226,0.018049,742.0,Mozambique,MOZ,MOZ,20210123
0.722213,0.010238,1966.0,Myanmar,MMR,MMR,20210123
0.711784,0.011144,1708.0,Nepal,NPL,NPL,20210123
0.292103,0.003805,14302.0,Netherlands,NLD,NLD,20210123
0.433957,0.007656,4233.0,New Zealand,NZL,NZL,20210123
0.679293,0.0116,1629.0,Nicaragua,NIC,NIC,20210123
0.579306,0.007755,4194.0,Nigeria,NGA,NGA,20210123
0.449271,0.005351,8670.0,Norway,NOR,NOR,20210123
0.4723,0.032852,237.0,Oman,OMN,OMN,20210123
0.611191,0.008208,3704.0,Pakistan,PAK,PAK,20210123
0.435649,0.018001,770.0,Palestine,PSE,PSE,20210123
0.492931,0.012533,1590.0,Panama,PAN,PAN,20210123
0.471338,0.012355,1636.0,Paraguay,PRY,PRY,20210123
0.53787,0.00532,8834.0,Peru,PER,PER,20210123
0.536285,0.004912,10333.0,Philippines,PHL,PHL,20210123
0.35606,0.004882,9634.0,Poland,POL,POL,20210123
0.619399,0.003928,15586.0,Portugal,PRT,PRT,20210123
0.681572,0.007649,3833.0,"Puerto Rico, U.S.",PRI,PRI,20210123
0.583582,0.02525,424.0,Qatar,QAT,QAT,20210123
0.388323,0.005477,7955.0,Romania,ROU,ROU,20210123
0.244448,0.004701,8432.0,Russia,RUS,RUS,20210123
0.47934,0.011414,1924.0,Saudi Arabia,SAU,SAU,20210123
0.394007,0.033047,218.0,Senegal,SEN,SEN,20210123
0.297324,0.008379,2989.0,Serbia,SRB,SRB,20210123
0.443419,0.013886,1289.0,Singapore,SGP,SGP,20210123
0.344595,0.007848,3668.0,Slovakia,SVK,SVK,20210123
0.313933,0.011596,1611.0,Slovenia,SVN,SVN,20210123
0.424733,0.005493,8144.0,South Africa,ZAF,ZAF,20210123
0.462622,0.007119,4926.0,South Korea,KOR,KOR,20210123
0.583567,0.003223,23405.0,Spain,ESP,ESP,20210123
0.723976,0.014639,968.0,Sri Lanka,LKA,LKA,20210123
0.630177,0.014422,1153.0,Sudan,SDN,SDN,20210123
0.48186,0.003493,21336.0,Sweden,SWE,SWE,20210123
0.331284,0.006553,5200.0,Switzerland,CHE,CHE,20210123
0.251418,0.003482,15594.0,Taiwan,TWN,TWN,20210123
0.53345,0.027049,364.0,Tanzania,TZA,TZA,20210123
0.517775,0.003978,15803.0,Thailand,THA,THA,20210123
0.415925,0.010121,2374.0,Tunisia,TUN,TUN,20210123
0.441156,0.005232,9021.0,Turkey,TUR,TUR,20210123
0.348549,0.004657,10538.0,Ukraine,UKR,UKR,20210123
0.612308,0.009987,2443.0,United Arab Emirates,ARE,ARE,20210123
0.474384,0.0034,21577.0,United Kingdom,GBR,GBR,20210123
0.510412,0.007765,4204.0,Uruguay,URY,URY,20210123
0.353206,0.019681,588.0,Uzbekistan,UZB,UZB,20210123
0.625686,0.006843,5026.0,Venezuela,VEN,VEN,20210123
0.541461,0.004866,10530.0,Vietnam,VNM,VNM,20210123
0.42428,0.024706,449.0,Yemen,YEM,YEM,20210123
0.643139,0.019767,679.0,Afghanistan,AFG,AFG,20210124
0.359259,0.022049,474.0,Albania,ALB,ALB,20210124
0.354065,0.010614,2075.0,Algeria,DZA,DZA,20210124
0.559552,0.025894,380.0,Angola,AGO,AGO,20210124
0.539178,0.00374,17802.0,Argentina,ARG,ARG,20210124
0.307137,0.030057,249.0,Armenia,ARM,ARM,20210124
0.441561,0.004838,10811.0,Australia,AUS,AUS,20210124
0.346306,0.006359,5659.0,Austria,AUT,AUT,20210124
0.285868,0.020738,486.0,Azerbaijan,AZE,AZE,20210124
0.662793,0.009053,2979.0,Bangladesh,BGD,BGD,20210124
0.330463,0.0119,1570.0,Belarus,BLR,BLR,20210124
0.326453,0.006375,5445.0,Belgium,BEL,BEL,20210124
0.51027,0.043474,131.0,Benin,BEN,BEN,20210124
0.506727,0.007065,5025.0,Bolivia,BOL,BOL,20210124
0.359482,0.016308,883.0,Bosnia and Herzegovina,BIH,BIH,20210124
0.745561,0.001462,88736.0,Brazil,BRA,BRA,20210124
0.294069,0.0083,3090.0,Bulgaria,BGR,BGR,20210124
0.427203,0.032573,239.0,Burkina Faso,BFA,BFA,20210124
0.654007,0.028213,294.0,Cambodia,KHM,KHM,20210124
0.361115,0.025935,348.0,Cameroon,CMR,CMR,20210124
0.429274,0.003678,18224.0,Canada,CAN,CAN,20210124
0.519108,0.005203,9225.0,Chile,CHL,CHL,20210124
0.608707,0.003579,18616.0,Colombia,COL,COL,20210124
0.628879,0.008932,2934.0,Costa Rica,CRI,CRI,20210124
0.461223,0.02065,590.0,C̫te d'Ivoire,CIV,CIV,20210124
0.274959,0.009276,2310.0,Croatia,HRV,HRV,20210124
0.238789,0.00554,5933.0,Czech Republic,CZE,CZE,20210124
0.335682,0.033696,222.0,Democratic Republic of the Congo,COD,COD,20210124
0.433397,0.005172,9246.0,Denmark,DNK,DNK,20210124
0.519188,0.010202,2420.0,Dominican Republic,DOM,DOM,20210124
0.531944,0.00623,6421.0,Ecuador,ECU,ECU,20210124
0.48736,0.006039,6941.0,Egypt,EGY,EGY,20210124
0.62199,0.008901,3006.0,El Salvador,SLV,SLV,20210124
0.651411,0.021397,595.0,Ethiopia,ETH,ETH,20210124
0.48868,0.010113,2449.0,Finland,FIN,FIN,20210124
0.333805,0.002645,31896.0,France,FRA,FRA,20210124
0.361605,0.002623,33566.0,Germany,DEU,DEU,20210124
0.498195,0.012517,1604.0,Ghana,GHA,GHA,20210124
0.543358,0.007321,4661.0,Greece,GRC,GRC,20210124
0.612379,0.009132,2875.0,Guatemala,GTM,GTM,20210124
0.541903,0.041241,148.0,Guinea,GIN,GIN,20210124
0.456842,0.032398,235.0,Haiti,HTI,HTI,20210124
