percent_hf,hf_se,percent_hf_unw,hf_se_unw,sample_size,country,iso_code,gid_0,survey_date
0.561634,0.037797,0.575581,0.037944,172.0,Paraguay,PRY,PRY,20201013
0.659114,0.016809,0.666244,0.016897,788.0,Peru,PER,PER,20201013
0.640864,0.015146,0.634387,0.015088,1012.0,Philippines,PHL,PHL,20201013
0.472473,0.013009,0.47661,0.013004,1475.0,Poland,POL,POL,20201013
0.443704,0.013259,0.462191,0.013212,1415.0,Portugal,PRT,PRT,20201013
0.531241,0.023284,0.524946,0.023267,461.0,"Puerto Rico, U.S.",PRI,PRI,20201013
0.370397,0.013258,0.392041,0.013114,1357.0,Romania,ROU,ROU,20201013
0.569623,0.01386,0.557977,0.013818,1285.0,Russia,RUS,RUS,20201013
0.370897,0.031664,0.393305,0.031311,239.0,Saudi Arabia,SAU,SAU,20201013
0.350265,0.029648,0.366038,0.029361,265.0,Serbia,SRB,SRB,20201013
0.268591,0.038091,0.261194,0.038433,134.0,Singapore,SGP,SGP,20201013
0.482817,0.02295,0.470464,0.022976,474.0,Slovakia,SVK,SVK,20201013
0.38136,0.033877,0.378641,0.033924,206.0,Slovenia,SVN,SVN,20201013
0.54523,0.021772,0.525617,0.021712,527.0,South Africa,ZAF,ZAF,20201013
0.486617,0.026393,0.463687,0.026453,358.0,South Korea,KOR,KOR,20201013
0.391277,0.009994,0.423313,0.009872,2445.0,Spain,ESP,ESP,20201013
0.548853,0.036684,0.532258,0.036585,186.0,Sri Lanka,LKA,LKA,20201013
0.565619,0.046341,0.529915,0.046022,117.0,Sudan,SDN,SDN,20201013
0.146254,0.007681,0.128489,0.008111,1899.0,Sweden,SWE,SWE,20201013
0.283656,0.018273,0.284779,0.018251,611.0,Switzerland,CHE,CHE,20201013
0.182076,0.011696,0.198971,0.011306,1166.0,Taiwan,TWN,TWN,20201013
0.471662,0.016671,0.487778,0.016649,900.0,Thailand,THA,THA,20201013
0.45373,0.02666,0.477273,0.026574,352.0,Tunisia,TUN,TUN,20201013
0.582866,0.013952,0.58748,0.013975,1246.0,Turkey,TUR,TUR,20201013
0.691641,0.009993,0.723553,0.010319,2004.0,Ukraine,UKR,UKR,20201013
0.445982,0.034582,0.439614,0.034633,207.0,United Arab Emirates,ARE,ARE,20201013
0.28104,0.010231,0.304691,0.009992,2025.0,United Kingdom,GBR,GBR,20201013
0.515536,0.025216,0.489848,0.025209,394.0,Uruguay,URY,URY,20201013
0.513808,0.045086,0.544715,0.045251,123.0,Uzbekistan,UZB,UZB,20201013
0.820958,0.017393,0.822314,0.017445,484.0,Venezuela,VEN,VEN,20201013
0.455274,0.016264,0.493658,0.0162,946.0,Vietnam,VNM,VNM,20201013
0.680292,0.009592,0.693039,0.009699,2313.0,Argentina,ARG,ARG,20201014
0.239254,0.012548,0.241409,0.01251,1164.0,Australia,AUS,AUS,20201014
0.352057,0.020236,0.319549,0.020727,532.0,Austria,AUT,AUT,20201014
0.546963,0.03245,0.478992,0.032335,238.0,Bangladesh,BGD,BGD,20201014
0.556078,0.038042,0.598802,0.038563,167.0,Belarus,BLR,BLR,20201014
0.305062,0.017355,0.345745,0.016801,752.0,Belgium,BEL,BEL,20201014
0.720439,0.024192,0.746914,0.024971,324.0,Bolivia,BOL,BOL,20201014
0.590339,0.005341,0.582151,0.005326,8527.0,Brazil,BRA,BRA,20201014
0.420354,0.02642,0.424501,0.026385,351.0,Bulgaria,BGR,BGR,20201014
0.303777,0.01102,0.319375,0.01087,1791.0,Canada,CAN,CAN,20201014
0.539322,0.017651,0.536921,0.017645,799.0,Chile,CHL,CHL,20201014
0.654016,0.011444,0.631964,0.011288,1777.0,Colombia,COL,COL,20201014
0.639134,0.024886,0.61039,0.024508,385.0,Costa Rica,CRI,CRI,20201014
0.394397,0.027746,0.383117,0.027893,308.0,Croatia,HRV,HRV,20201014
0.27723,0.012927,0.292742,0.012717,1240.0,Czech Republic,CZE,CZE,20201014
0.099813,0.008039,0.086136,0.008589,1219.0,Denmark,DNK,DNK,20201014
0.670798,0.031149,0.648305,0.030654,236.0,Dominican Republic,DOM,DOM,20201014
0.703476,0.018274,0.72651,0.018724,596.0,Ecuador,ECU,ECU,20201014
0.527737,0.018558,0.525517,0.018554,725.0,Egypt,EGY,EGY,20201014
0.712379,0.025222,0.706422,0.02507,327.0,El Salvador,SLV,SLV,20201014
0.213776,0.01608,0.221557,0.015874,668.0,Finland,FIN,FIN,20201014
0.387266,0.009076,0.407774,0.008996,2933.0,France,FRA,FRA,20201014
0.277657,0.00774,0.313769,0.00747,3595.0,Germany,DEU,DEU,20201014
0.532433,0.019425,0.565951,0.019555,652.0,Greece,GRC,GRC,20201014
0.70504,0.023478,0.651332,0.022467,413.0,Guatemala,GTM,GTM,20201014
0.712278,0.034014,0.695652,0.033465,184.0,Honduras,HND,HND,20201014
0.306855,0.030395,0.337449,0.029646,243.0,Hong Kong,HKG,HKG,20201014
0.501607,0.014141,0.484,0.014148,1250.0,Hungary,HUN,HUN,20201014
0.453925,0.009671,0.455711,0.009668,2653.0,India,IND,IND,20201014
0.560824,0.013918,0.560094,0.013915,1273.0,Indonesia,IDN,IDN,20201014
0.594968,0.027039,0.580838,0.026901,334.0,Iraq,IRQ,IRQ,20201014
0.280068,0.018663,0.284983,0.018565,586.0,Ireland,IRL,IRL,20201014
0.449542,0.01926,0.392857,0.019617,644.0,Israel,ISR,ISR,20201014
0.381033,0.007284,0.40335,0.007211,4537.0,Italy,ITA,ITA,20201014
0.286934,0.006273,0.282106,0.006306,5147.0,Japan,JPN,JPN,20201014
0.647478,0.025989,0.668693,0.02638,329.0,Jordan,JOR,JOR,20201014
0.591587,0.0392,0.584906,0.039105,159.0,Kazakhstan,KAZ,KAZ,20201014
0.666571,0.025682,0.695652,0.026313,322.0,Kenya,KEN,KEN,20201014
0.645025,0.041452,0.627737,0.041032,137.0,Lebanon,LBN,LBN,20201014
0.503291,0.039406,0.5,0.039405,162.0,Libya,LBY,LBY,20201014
0.5857,0.017968,0.612772,0.01817,736.0,Malaysia,MYS,MYS,20201014
0.597623,0.006544,0.600393,0.006552,5603.0,Mexico,MEX,MEX,20201014
0.686788,0.04586,0.682692,0.0457,104.0,Moldova,MDA,MDA,20201014
0.462098,0.03964,0.4875,0.039538,160.0,Morocco,MAR,MAR,20201014
0.450465,0.033175,0.451327,0.033169,226.0,Myanmar,MMR,MMR,20201014
0.578364,0.029308,0.559028,0.029149,288.0,Nepal,NPL,NPL,20201014
0.1658,0.009467,0.163613,0.009517,1528.0,Netherlands,NLD,NLD,20201014
0.173139,0.021415,0.181538,0.02102,325.0,New Zealand,NZL,NZL,20201014
0.71457,0.037002,0.701299,0.036511,154.0,Nicaragua,NIC,NIC,20201014
0.721991,0.027618,0.70438,0.027115,274.0,Nigeria,NGA,NGA,20201014
0.172126,0.011663,0.134346,0.01291,856.0,Norway,NOR,NOR,20201014
0.442894,0.025742,0.453333,0.025685,375.0,Pakistan,PAK,PAK,20201014
0.529226,0.041829,0.601449,0.042645,138.0,Panama,PAN,PAN,20201014
0.537882,0.036807,0.613636,0.037688,176.0,Paraguay,PRY,PRY,20201014
0.698607,0.017394,0.686798,0.017209,712.0,Peru,PER,PER,20201014
0.666237,0.015252,0.685345,0.015488,928.0,Philippines,PHL,PHL,20201014
0.449381,0.012713,0.46658,0.012676,1541.0,Poland,POL,POL,20201014
0.44678,0.012502,0.480601,0.012441,1598.0,Portugal,PRT,PRT,20201014
0.4525,0.024585,0.480676,0.024492,414.0,"Puerto Rico, U.S.",PRI,PRI,20201014
0.382992,0.013461,0.408989,0.01331,1335.0,Romania,ROU,ROU,20201014
0.572125,0.013681,0.574598,0.013691,1307.0,Russia,RUS,RUS,20201014
0.428122,0.031448,0.401639,0.031742,244.0,Saudi Arabia,SAU,SAU,20201014
0.335923,0.029196,0.35316,0.028851,269.0,Serbia,SRB,SRB,20201014
0.383647,0.040497,0.330882,0.041852,136.0,Singapore,SGP,SGP,20201014
0.413233,0.024287,0.427885,0.024172,416.0,Slovakia,SVK,SVK,20201014
0.341944,0.033586,0.333333,0.033797,198.0,Slovenia,SVN,SVN,20201014
0.575541,0.021915,0.57451,0.021908,510.0,South Africa,ZAF,ZAF,20201014
0.446778,0.02683,0.432749,0.026923,342.0,South Korea,KOR,KOR,20201014
0.432214,0.010024,0.44801,0.009986,2462.0,Spain,ESP,ESP,20201014
0.498764,0.040255,0.545455,0.040422,154.0,Sri Lanka,LKA,LKA,20201014
0.572364,0.044865,0.52,0.044429,125.0,Sudan,SDN,SDN,20201014
0.153059,0.007738,0.131799,0.008236,1912.0,Sweden,SWE,SWE,20201014
0.266509,0.017472,0.265625,0.017491,640.0,Switzerland,CHE,CHE,20201014
0.208136,0.011743,0.190901,0.012131,1121.0,Taiwan,TWN,TWN,20201014
0.459246,0.017474,0.484737,0.017424,819.0,Thailand,THA,THA,20201014
0.518995,0.027196,0.498525,0.027177,339.0,Tunisia,TUN,TUN,20201014
0.575257,0.013952,0.58748,0.014009,1246.0,Turkey,TUR,TUR,20201014
0.655031,0.010608,0.690526,0.010908,1900.0,Ukraine,UKR,UKR,20201014
0.516674,0.035616,0.419689,0.036064,193.0,United Arab Emirates,ARE,ARE,20201014
0.283568,0.009973,0.318681,0.009647,2184.0,United Kingdom,GBR,GBR,20201014
0.483452,0.025635,0.51706,0.025635,381.0,Uruguay,URY,URY,20201014
0.78693,0.018448,0.796646,0.018768,477.0,Venezuela,VEN,VEN,20201014
0.501418,0.015327,0.492958,0.015328,1065.0,Vietnam,VNM,VNM,20201014
0.672996,0.009519,0.688926,0.009646,2366.0,Argentina,ARG,ARG,20201015
0.245016,0.012839,0.247569,0.012795,1131.0,Australia,AUS,AUS,20201015
0.328829,0.020359,0.327068,0.020387,532.0,Austria,AUT,AUT,20201015
0.452632,0.031196,0.447059,0.031232,255.0,Bangladesh,BGD,BGD,20201015
0.514607,0.038291,0.547059,0.038445,170.0,Belarus,BLR,BLR,20201015
0.352151,0.018298,0.37106,0.018092,698.0,Belgium,BEL,BEL,20201015
0.728468,0.024775,0.709199,0.024263,337.0,Bolivia,BOL,BOL,20201015
0.375423,0.048027,0.378641,0.047946,103.0,Bosnia and Herzegovina,BIH,BIH,20201015
0.595099,0.005344,0.582922,0.00532,8514.0,Brazil,BRA,BRA,20201015
0.418673,0.027169,0.41994,0.027158,331.0,Bulgaria,BGR,BGR,20201015
0.320652,0.011294,0.328712,0.011221,1731.0,Canada,CAN,CAN,20201015
0.568175,0.016819,0.540387,0.016717,879.0,Chile,CHL,CHL,20201015
0.635981,0.011589,0.628161,0.011538,1740.0,Colombia,COL,COL,20201015
0.690913,0.025477,0.690909,0.025477,330.0,Costa Rica,CRI,CRI,20201015
0.418565,0.027669,0.410095,0.027752,317.0,Croatia,HRV,HRV,20201015
0.27298,0.012267,0.272382,0.012276,1318.0,Czech Republic,CZE,CZE,20201015
0.081098,0.006909,0.063847,0.007715,1253.0,Denmark,DNK,DNK,20201015
0.678739,0.031818,0.665158,0.031482,221.0,Dominican Republic,DOM,DOM,20201015
0.719794,0.017623,0.738363,0.018007,623.0,Ecuador,ECU,ECU,20201015
0.538468,0.019116,0.508029,0.019061,685.0,Egypt,EGY,EGY,20201015
0.623152,0.025984,0.674847,0.026881,326.0,El Salvador,SLV,SLV,20201015
0.216639,0.016054,0.222883,0.015891,673.0,Finland,FIN,FIN,20201015
0.404203,0.009145,0.4274,0.009072,2927.0,France,FRA,FRA,20201015
0.306478,0.007569,0.327613,0.007435,3846.0,Germany,DEU,DEU,20201015
0.591964,0.018333,0.565574,0.018178,732.0,Greece,GRC,GRC,20201015
0.667746,0.0254,0.569554,0.024163,381.0,Guatemala,GTM,GTM,20201015
0.603114,0.036277,0.649425,0.037197,174.0,Honduras,HND,HND,20201015
0.258062,0.030173,0.265116,0.029912,215.0,Hong Kong,HKG,HKG,20201015
0.483543,0.013951,0.454902,0.014001,1275.0,Hungary,HUN,HUN,20201015
0.448851,0.010051,0.455212,0.010038,2456.0,India,IND,IND,20201015
0.567384,0.014259,0.56918,0.014266,1207.0,Indonesia,IDN,IDN,20201015
0.618078,0.025213,0.610667,0.025123,375.0,Iraq,IRQ,IRQ,20201015
0.241681,0.018434,0.262697,0.017931,571.0,Ireland,IRL,IRL,20201015
0.421927,0.018869,0.370427,0.019297,656.0,Israel,ISR,ISR,20201015
0.369884,0.007178,0.384548,0.007123,4595.0,Italy,ITA,ITA,20201015
0.303284,0.006453,0.287312,0.006555,4918.0,Japan,JPN,JPN,20201015
0.70536,0.024525,0.714706,0.02476,340.0,Jordan,JOR,JOR,20201015
0.60357,0.040065,0.596026,0.039939,151.0,Kazakhstan,KAZ,KAZ,20201015
0.643763,0.026539,0.665615,0.026939,317.0,Kenya,KEN,KEN,20201015
0.710544,0.042803,0.698276,0.04229,116.0,Lebanon,LBN,LBN,20201015
0.501517,0.037853,0.454023,0.038014,174.0,Libya,LBY,LBY,20201015
0.579838,0.018094,0.584118,0.01812,743.0,Malaysia,MYS,MYS,20201015
0.60709,0.006758,0.592775,0.006718,5287.0,Mexico,MEX,MEX,20201015
0.46125,0.035635,0.4,0.03626,190.0,Morocco,MAR,MAR,20201015
0.502541,0.033405,0.506667,0.033407,225.0,Myanmar,MMR,MMR,20201015
0.485629,0.028583,0.501629,0.028571,307.0,Nepal,NPL,NPL,20201015
0.178108,0.009684,0.165536,0.009969,1474.0,Netherlands,NLD,NLD,20201015
0.201081,0.023087,0.205212,0.022913,307.0,New Zealand,NZL,NZL,20201015
0.682522,0.037973,0.691275,0.038263,149.0,Nicaragua,NIC,NIC,20201015
0.716561,0.027888,0.656357,0.026464,291.0,Nigeria,NGA,NGA,20201015
0.159494,0.011747,0.134752,0.012595,846.0,Norway,NOR,NOR,20201015
0.406352,0.025729,0.424324,0.025568,370.0,Pakistan,PAK,PAK,20201015
0.513983,0.045086,0.544715,0.04525,123.0,Panama,PAN,PAN,20201015
0.607706,0.035434,0.587629,0.035146,194.0,Paraguay,PRY,PRY,20201015
0.685637,0.017156,0.664032,0.016863,759.0,Peru,PER,PER,20201015
0.639359,0.014991,0.645731,0.01505,1019.0,Philippines,PHL,PHL,20201015
0.490822,0.012395,0.506143,0.012394,1628.0,Poland,POL,POL,20201015
0.467603,0.012154,0.507974,0.01213,1693.0,Portugal,PRT,PRT,20201015
0.488022,0.024301,0.514151,0.024304,424.0,"Puerto Rico, U.S.",PRI,PRI,20201015
0.367879,0.013676,0.383399,0.013564,1265.0,Romania,ROU,ROU,20201015
0.563918,0.013848,0.559876,0.013834,1286.0,Russia,RUS,RUS,20201015
0.355196,0.03689,0.37931,0.036385,174.0,Saudi Arabia,SAU,SAU,20201015
0.371665,0.028422,0.417219,0.027854,302.0,Serbia,SRB,SRB,20201015
0.326538,0.041423,0.335878,0.041129,131.0,Singapore,SGP,SGP,20201015
0.422179,0.023732,0.391509,0.024015,424.0,Slovakia,SVK,SVK,20201015
0.334919,0.031818,0.331818,0.031892,220.0,Slovenia,SVN,SVN,20201015
0.609527,0.022888,0.557203,0.022479,472.0,South Africa,ZAF,ZAF,20201015
0.482404,0.027282,0.462687,0.027342,335.0,South Korea,KOR,KOR,20201015
0.443301,0.009584,0.451242,0.009568,2697.0,Spain,ESP,ESP,20201015
0.532799,0.039123,0.571429,0.039443,161.0,Sri Lanka,LKA,LKA,20201015
0.729947,0.045242,0.712871,0.044399,101.0,Sudan,SDN,SDN,20201015
0.139606,0.00716,0.112986,0.007838,1956.0,Sweden,SWE,SWE,20201015
0.257362,0.016723,0.278164,0.016315,719.0,Switzerland,CHE,CHE,20201015
0.192415,0.011692,0.194952,0.011634,1149.0,Taiwan,TWN,TWN,20201015
0.481011,0.018583,0.482044,0.018582,724.0,Thailand,THA,THA,20201015
0.431352,0.02657,0.490141,0.026323,355.0,Tunisia,TUN,TUN,20201015
0.5847,0.013961,0.590177,0.013988,1242.0,Turkey,TUR,TUR,20201015
0.691033,0.010255,0.71517,0.010499,1938.0,Ukraine,UKR,UKR,20201015
0.456011,0.035269,0.42132,0.035576,197.0,United Arab Emirates,ARE,ARE,20201015
0.293271,0.010215,0.320728,0.009963,2089.0,United Kingdom,GBR,GBR,20201015
0.508654,0.023961,0.516055,0.02397,436.0,Uruguay,URY,URY,20201015
0.522317,0.046828,0.495652,0.046783,115.0,Uzbekistan,UZB,UZB,20201015
0.82058,0.017692,0.815353,0.017495,482.0,Venezuela,VEN,VEN,20201015
0.475551,0.015926,0.513185,0.015912,986.0,Vietnam,VNM,VNM,20201015
0.69896,0.010218,0.692647,0.010159,2040.0,Argentina,ARG,ARG,20201016
0.229278,0.013144,0.239089,0.012954,1054.0,Australia,AUS,AUS,20201016
0.28877,0.019766,0.306422,0.01943,545.0,Austria,AUT,AUT,20201016
0.474187,0.031356,0.464567,0.031393,254.0,Bangladesh,BGD,BGD,20201016
0.491013,0.036705,0.545946,0.036855,185.0,Belarus,BLR,BLR,20201016
0.345611,0.018057,0.389041,0.017614,730.0,Belgium,BEL,BEL,20201016
0.724982,0.024309,0.710602,0.023936,349.0,Bolivia,BOL,BOL,20201016
0.582296,0.005737,0.575643,0.005725,7423.0,Brazil,BRA,BRA,20201016
0.403681,0.027274,0.422492,0.027091,329.0,Bulgaria,BGR,BGR,20201016
0.298927,0.011356,0.309409,0.011246,1658.0,Canada,CAN,CAN,20201016
0.55216,0.018158,0.558077,0.018182,749.0,Chile,CHL,CHL,20201016
0.635893,0.012543,0.612989,0.012391,1509.0,Colombia,COL,COL,20201016
0.629758,0.028619,0.604096,0.028258,293.0,Costa Rica,CRI,CRI,20201016
0.394103,0.025906,0.415978,0.025683,363.0,Croatia,HRV,HRV,20201016
0.262102,0.012705,0.266502,0.012638,1212.0,Czech Republic,CZE,CZE,20201016
0.084596,0.006971,0.061017,0.008104,1180.0,Denmark,DNK,DNK,20201016
0.627611,0.035838,0.662857,0.03665,175.0,Dominican Republic,DOM,DOM,20201016
0.729814,0.018501,0.739362,0.018715,564.0,Ecuador,ECU,ECU,20201016
0.498512,0.017706,0.488722,0.017711,798.0,Egypt,EGY,EGY,20201016
0.630374,0.027933,0.646259,0.0282,294.0,El Salvador,SLV,SLV,20201016
0.222362,0.016862,0.213198,0.01712,591.0,Finland,FIN,FIN,20201016
0.385913,0.00926,0.402708,0.009192,2806.0,France,FRA,FRA,20201016
0.311982,0.007849,0.339649,0.007678,3642.0,Germany,DEU,DEU,20201016
0.44621,0.049978,0.514851,0.04971,101.0,Ghana,GHA,GHA,20201016
0.571086,0.018274,0.572207,0.01828,734.0,Greece,GRC,GRC,20201016
0.68251,0.026092,0.605114,0.024847,352.0,Guatemala,GTM,GTM,20201016
0.694735,0.036976,0.67284,0.036294,162.0,Honduras,HND,HND,20201016
0.259037,0.028801,0.253275,0.029014,229.0,Hong Kong,HKG,HKG,20201016
0.509575,0.014508,0.487374,0.01451,1188.0,Hungary,HUN,HUN,20201016
0.438362,0.009994,0.441069,0.009988,2469.0,India,IND,IND,20201016
0.524895,0.014464,0.543387,0.014501,1187.0,Indonesia,IDN,IDN,20201016
0.590021,0.026785,0.582353,0.026713,340.0,Iraq,IRQ,IRQ,20201016
0.299577,0.019144,0.315254,0.018875,590.0,Ireland,IRL,IRL,20201016
0.456323,0.019939,0.40264,0.02025,606.0,Israel,ISR,ISR,20201016
0.407221,0.007287,0.423913,0.007245,4600.0,Italy,ITA,ITA,20201016
0.306319,0.006472,0.286563,0.006598,4882.0,Japan,JPN,JPN,20201016
0.562849,0.0235,0.625882,0.02409,425.0,Jordan,JOR,JOR,20201016
0.608414,0.042834,0.615385,0.042975,130.0,Kazakhstan,KAZ,KAZ,20201016
0.721914,0.025354,0.748299,0.026176,294.0,Kenya,KEN,KEN,20201016
0.555601,0.044444,0.555556,0.044444,126.0,Lebanon,LBN,LBN,20201016
0.429419,0.034822,0.420792,0.034914,202.0,Libya,LBY,LBY,20201016
0.580991,0.018338,0.597765,0.018452,716.0,Malaysia,MYS,MYS,20201016
0.585987,0.007207,0.578824,0.00719,4694.0,Mexico,MEX,MEX,20201016
0.460593,0.041379,0.441379,0.041537,145.0,Morocco,MAR,MAR,20201016
0.44658,0.031637,0.457831,0.031568,249.0,Myanmar,MMR,MMR,20201016
0.529281,0.030941,0.48855,0.030896,262.0,Nepal,NPL,NPL,20201016
0.157327,0.009589,0.153083,0.009697,1411.0,Netherlands,NLD,NLD,20201016
0.239256,0.024032,0.218855,0.024797,297.0,New Zealand,NZL,NZL,20201016
0.722704,0.0375,0.730496,0.037834,141.0,Nicaragua,NIC,NIC,20201016
0.618291,0.03098,0.662393,0.031826,234.0,Nigeria,NGA,NGA,20201016
0.138208,0.01147,0.112861,0.012511,762.0,Norway,NOR,NOR,20201016
0.432267,0.026182,0.443213,0.026109,361.0,Pakistan,PAK,PAK,20201016
0.573201,0.047764,0.536364,0.047375,110.0,Panama,PAN,PAN,20201016
0.628515,0.037166,0.590909,0.036527,176.0,Paraguay,PRY,PRY,20201016
0.644723,0.01869,0.650307,0.018758,652.0,Peru,PER,PER,20201016
0.615267,0.016387,0.632065,0.016533,867.0,Philippines,PHL,PHL,20201016
0.463051,0.012857,0.49306,0.012823,1513.0,Poland,POL,POL,20201016
0.461303,0.013178,0.482974,0.013146,1439.0,Portugal,PRT,PRT,20201016
0.474698,0.025697,0.480211,0.025684,379.0,"Puerto Rico, U.S.",PRI,PRI,20201016
0.351258,0.013784,0.354892,0.013752,1206.0,Romania,ROU,ROU,20201016
0.569185,0.014462,0.552832,0.014403,1183.0,Russia,RUS,RUS,20201016
0.324702,0.030032,0.375479,0.02904,261.0,Saudi Arabia,SAU,SAU,20201016
0.432931,0.029015,0.459459,0.028848,296.0,Serbia,SRB,SRB,20201016
0.338407,0.042889,0.352,0.042492,125.0,Singapore,SGP,SGP,20201016
0.390529,0.023348,0.389016,0.023365,437.0,Slovakia,SVK,SVK,20201016
0.393535,0.033892,0.389423,0.033955,208.0,Slovenia,SVN,SVN,20201016
0.555105,0.024298,0.516509,0.024163,424.0,South Africa,ZAF,ZAF,20201016
0.38927,0.028722,0.413559,0.028437,295.0,South Korea,KOR,KOR,20201016
0.414917,0.010228,0.439728,0.010153,2356.0,Spain,ESP,ESP,20201016
0.441119,0.040304,0.555556,0.040273,153.0,Sri Lanka,LKA,LKA,20201016
0.578933,0.044002,0.515385,0.043471,130.0,Sudan,SDN,SDN,20201016
0.152599,0.008421,0.1365,0.008821,1663.0,Sweden,SWE,SWE,20201016
0.296914,0.017479,0.311522,0.017245,703.0,Switzerland,CHE,CHE,20201016
0.166505,0.011562,0.182063,0.011161,1115.0,Taiwan,TWN,TWN,20201016
0.510396,0.019793,0.507042,0.019791,639.0,Thailand,THA,THA,20201016
0.51703,0.02838,0.482315,0.028382,311.0,Tunisia,TUN,TUN,20201016
0.544446,0.014396,0.556208,0.014431,1192.0,Turkey,TUR,TUR,20201016
0.674966,0.010515,0.691352,0.010662,1931.0,Ukraine,UKR,UKR,20201016
0.462205,0.03442,0.440191,0.03457,209.0,United Arab Emirates,ARE,ARE,20201016
0.269958,0.010389,0.300308,0.010061,1948.0,United Kingdom,GBR,GBR,20201016
0.539998,0.026509,0.535211,0.02649,355.0,Uruguay,URY,URY,20201016
0.55599,0.049224,0.553398,0.049196,103.0,Uzbekistan,UZB,UZB,20201016
0.82657,0.019551,0.79717,0.018409,424.0,Venezuela,VEN,VEN,20201016
0.494609,0.016213,0.496849,0.016213,952.0,Vietnam,VNM,VNM,20201016
0.686322,0.011201,0.683875,0.011178,1724.0,Argentina,ARG,ARG,20201017
0.217052,0.012481,0.231173,0.012204,1142.0,Australia,AUS,AUS,20201017
0.265869,0.020756,0.300613,0.019999,489.0,Austria,AUT,AUT,20201017
0.526969,0.032442,0.540084,0.0325,237.0,Bangladesh,BGD,BGD,20201017
0.63594,0.040241,0.623288,0.039959,146.0,Belarus,BLR,BLR,20201017
0.372061,0.019213,0.37224,0.019212,634.0,Belgium,BEL,BEL,20201017
0.68583,0.028273,0.714844,0.029068,256.0,Bolivia,BOL,BOL,20201017
0.564428,0.005902,0.560945,0.005896,7072.0,Brazil,BRA,BRA,20201017
0.438204,0.027407,0.401869,0.027737,321.0,Bulgaria,BGR,BGR,20201017
0.288676,0.01127,0.296409,0.011183,1643.0,Canada,CAN,CAN,20201017
0.544449,0.017877,0.541131,0.017866,778.0,Chile,CHL,CHL,20201017
0.611997,0.012865,0.604844,0.012824,1445.0,Colombia,COL,COL,20201017
0.59736,0.028388,0.62116,0.0287,293.0,Costa Rica,CRI,CRI,20201017
0.384714,0.028182,0.384615,0.028184,299.0,Croatia,HRV,HRV,20201017
0.27097,0.01311,0.275387,0.013044,1162.0,Czech Republic,CZE,CZE,20201017
0.089446,0.007912,0.07491,0.008577,1108.0,Denmark,DNK,DNK,20201017
0.606593,0.038393,0.625,0.038741,160.0,Dominican Republic,DOM,DOM,20201017
0.729694,0.019358,0.748016,0.019802,504.0,Ecuador,ECU,ECU,20201017
0.431252,0.018652,0.476323,0.018495,718.0,Egypt,EGY,EGY,20201017
0.62466,0.030545,0.646341,0.030935,246.0,El Salvador,SLV,SLV,20201017
0.242102,0.017638,0.238014,0.017741,584.0,Finland,FIN,FIN,20201017
0.393754,0.009771,0.403015,0.009733,2521.0,France,FRA,FRA,20201017
0.296691,0.007827,0.324958,0.007633,3582.0,Germany,DEU,DEU,20201017
0.536739,0.01805,0.558047,0.018124,758.0,Greece,GRC,GRC,20201017
0.616559,0.028219,0.619529,0.028261,297.0,Guatemala,GTM,GTM,20201017
0.700855,0.04015,0.716535,0.040792,127.0,Honduras,HND,HND,20201017
0.257801,0.030951,0.270531,0.030477,207.0,Hong Kong,HKG,HKG,20201017
0.45924,0.014497,0.457699,0.014501,1182.0,Hungary,HUN,HUN,20201017
0.42966,0.009933,0.436648,0.009914,2494.0,India,IND,IND,20201017
0.552063,0.014607,0.531678,0.014557,1168.0,Indonesia,IDN,IDN,20201017
0.620225,0.028009,0.587097,0.02761,310.0,Iraq,IRQ,IRQ,20201017
0.27386,0.018066,0.278768,0.017967,617.0,Ireland,IRL,IRL,20201017
0.439413,0.019077,0.406627,0.019275,664.0,Israel,ISR,ISR,20201017
0.384197,0.007266,0.399912,0.007215,4546.0,Italy,ITA,ITA,20201017
0.294599,0.006289,0.276537,0.00641,5059.0,Japan,JPN,JPN,20201017
0.628197,0.024322,0.658793,0.024792,381.0,Jordan,JOR,JOR,20201017
0.485707,0.045266,0.495935,0.045249,123.0,Kazakhstan,KAZ,KAZ,20201017
0.665492,0.028121,0.669039,0.028197,281.0,Kenya,KEN,KEN,20201017
0.61078,0.049107,0.594059,0.048757,101.0,Lebanon,LBN,LBN,20201017
0.405813,0.037166,0.409091,0.03712,176.0,Libya,LBY,LBY,20201017
0.53918,0.017606,0.562264,0.01769,795.0,Malaysia,MYS,MYS,20201017
0.578117,0.007364,0.572663,0.007351,4514.0,Mexico,MEX,MEX,20201017
0.477653,0.038171,0.47093,0.038198,172.0,Morocco,MAR,MAR,20201017
0.365821,0.032573,0.393805,0.032111,226.0,Myanmar,MMR,MMR,20201017
0.499342,0.030241,0.518248,0.030261,274.0,Nepal,NPL,NPL,20201017
0.140257,0.009397,0.136771,0.009497,1338.0,Netherlands,NLD,NLD,20201017
0.197876,0.023633,0.186813,0.024156,273.0,New Zealand,NZL,NZL,20201017
0.724081,0.037374,0.727273,0.037509,143.0,Nicaragua,NIC,NIC,20201017
0.688659,0.032567,0.686275,0.032499,204.0,Nigeria,NGA,NGA,20201017
0.167543,0.012268,0.138539,0.013262,794.0,Norway,NOR,NOR,20201017
0.467423,0.027097,0.457227,0.027139,339.0,Pakistan,PAK,PAK,20201017
0.609395,0.048085,0.570093,0.047388,107.0,Panama,PAN,PAN,20201017
