pct_community_cli,community_cli_se,pct_community_cli_unw,community_cli_se_unw,sample_size,country,iso_code,gid_0,survey_date
0.114582,0.01138,0.124555,0.010977,843.0,Dominican Republic,DOM,DOM,20200527
0.19775,0.008696,0.208429,0.008527,2183.0,Ecuador,ECU,ECU,20200527
0.200014,0.006915,0.226317,0.00661,3663.0,Egypt,EGY,EGY,20200527
0.067687,0.006979,0.072819,0.006748,1387.0,El Salvador,SLV,SLV,20200527
0.093228,0.022844,0.092593,0.022914,162.0,Ethiopia,ETH,ETH,20200527
0.065523,0.007573,0.071119,0.00729,1153.0,Finland,FIN,FIN,20200527
0.038179,0.003067,0.045047,0.002834,4573.0,France,FRA,FRA,20200527
0.047896,0.003122,0.048326,0.003109,4718.0,Germany,DEU,DEU,20200527
0.049165,0.011589,0.054545,0.011034,385.0,Ghana,GHA,GHA,20200527
0.039501,0.00518,0.032884,0.005658,1186.0,Greece,GRC,GRC,20200527
0.042491,0.005871,0.048507,0.005512,1340.0,Guatemala,GTM,GTM,20200527
0.283561,0.045884,0.32381,0.044197,105.0,Haiti,HTI,HTI,20200527
0.074133,0.008945,0.082983,0.008496,952.0,Honduras,HND,HND,20200527
0.077438,0.009682,0.05812,0.01106,585.0,Hong Kong,HKG,HKG,20200527
0.013241,0.002312,0.012744,0.002356,2354.0,Hungary,HUN,HUN,20200527
0.058009,0.002754,0.059485,0.002721,7380.0,India,IND,IND,20200527
0.067487,0.003551,0.075208,0.003377,5518.0,Indonesia,IDN,IDN,20200527
0.086197,0.009328,0.096614,0.008862,1004.0,Iraq,IRQ,IRQ,20200527
0.071649,0.007542,0.070374,0.007605,1151.0,Ireland,IRL,IRL,20200527
0.054689,0.006443,0.046642,0.006948,1072.0,Israel,ISR,ISR,20200527
0.032794,0.002253,0.034619,0.002195,6586.0,Italy,ITA,ITA,20200527
0.015229,0.0013,0.016105,0.001265,9376.0,Japan,JPN,JPN,20200527
0.032099,0.006508,0.044132,0.005585,997.0,Jordan,JOR,JOR,20200527
0.022151,0.00812,0.028504,0.007181,421.0,Kazakhstan,KAZ,KAZ,20200527
0.050352,0.008576,0.069397,0.00738,879.0,Kenya,KEN,KEN,20200527
0.13847,0.020841,0.14966,0.020178,294.0,Kuwait,KWT,KWT,20200527
0.036046,0.014884,0.037037,0.014691,162.0,Kyrgyzstan,KGZ,KGZ,20200527
0.054076,0.013869,0.053232,0.013973,263.0,Lebanon,LBN,LBN,20200527
0.046758,0.008878,0.056296,0.008132,675.0,Libya,LBY,LBY,20200527
0.051086,0.004969,0.052291,0.004915,2008.0,Malaysia,MYS,MYS,20200527
0.081921,0.03148,0.115385,0.027022,104.0,Mali,MLI,MLI,20200527
0.150243,0.003034,0.158599,0.002967,14502.0,Mexico,MEX,MEX,20200527
0.093386,0.015071,0.07837,0.016317,319.0,Moldova,MDA,MDA,20200527
0.0444,0.007353,0.056623,0.006553,989.0,Morocco,MAR,MAR,20200527
0.105744,0.021731,0.105,0.021799,200.0,Mozambique,MOZ,MOZ,20200527
0.106623,0.012496,0.103853,0.012642,597.0,Myanmar,MMR,MMR,20200527
0.08262,0.008276,0.056483,0.00987,779.0,Nepal,NPL,NPL,20200527
0.070545,0.005163,0.072921,0.005085,2537.0,Netherlands,NLD,NLD,20200527
0.035902,0.006051,0.03482,0.00614,919.0,New Zealand,NZL,NZL,20200527
0.431795,0.013658,0.475336,0.013546,1338.0,Nicaragua,NIC,NIC,20200527
0.101566,0.008382,0.090444,0.008828,1172.0,Nigeria,NGA,NGA,20200527
0.047016,0.006043,0.047542,0.006011,1241.0,Norway,NOR,NOR,20200527
0.065729,0.025318,0.074074,0.023957,108.0,Oman,OMN,OMN,20200527
0.269315,0.012463,0.271013,0.012438,1273.0,Pakistan,PAK,PAK,20200527
0.108419,0.017231,0.10443,0.017518,316.0,Palestine,PSE,PSE,20200527
0.084206,0.012706,0.088176,0.012444,499.0,Panama,PAN,PAN,20200527
0.02757,0.005265,0.021935,0.005885,775.0,Paraguay,PRY,PRY,20200527
0.229299,0.007694,0.245042,0.00752,3126.0,Peru,PER,PER,20200527
0.066091,0.004722,0.064954,0.00476,2725.0,Philippines,PHL,PHL,20200527
0.043586,0.003868,0.047382,0.003717,3018.0,Poland,POL,POL,20200527
0.047113,0.004686,0.056448,0.004302,2427.0,Portugal,PRT,PRT,20200527
0.047902,0.005347,0.03214,0.006474,1089.0,"Puerto Rico, U.S.",PRI,PRI,20200527
0.135687,0.020069,0.134483,0.020144,290.0,Qatar,QAT,QAT,20200527
0.028668,0.002773,0.025586,0.00293,3244.0,Romania,ROU,ROU,20200527
0.114654,0.007981,0.126939,0.007638,1741.0,Russia,RUS,RUS,20200527
0.135886,0.010318,0.126801,0.010626,1041.0,Saudi Arabia,SAU,SAU,20200527
0.043888,0.018881,0.051095,0.017565,137.0,Senegal,SEN,SEN,20200527
0.056819,0.008945,0.061196,0.008639,719.0,Serbia,SRB,SRB,20200527
0.033742,0.008179,0.035294,0.008003,510.0,Singapore,SGP,SGP,20200527
0.017736,0.005364,0.017094,0.005462,585.0,Slovakia,SVK,SVK,20200527
0.049751,0.01273,0.057057,0.011933,333.0,Slovenia,SVN,SVN,20200527
0.058043,0.005756,0.07089,0.005244,1989.0,South Africa,ZAF,ZAF,20200527
0.040775,0.005698,0.044376,0.005472,1307.0,South Korea,KOR,KOR,20200527
0.076856,0.004136,0.077384,0.004123,4174.0,Spain,ESP,ESP,20200527
0.068755,0.01179,0.051282,0.013525,351.0,Sri Lanka,LKA,LKA,20200527
0.227142,0.02651,0.243346,0.025885,263.0,Sudan,SDN,SDN,20200527
0.169232,0.006365,0.168354,0.006378,3457.0,Sweden,SWE,SWE,20200527
0.068783,0.00725,0.05318,0.008177,959.0,Switzerland,CHE,CHE,20200527
0.019611,0.002582,0.020367,0.002534,2995.0,Taiwan,TWN,TWN,20200527
0.054699,0.005327,0.048208,0.005655,1618.0,Thailand,THA,THA,20200527
0.029242,0.006579,0.029851,0.006514,670.0,Tunisia,TUN,TUN,20200527
0.051416,0.003842,0.050324,0.003881,3239.0,Turkey,TUR,TUR,20200527
0.03775,0.003438,0.03856,0.003403,3138.0,Ukraine,UKR,UKR,20200527
0.127354,0.01152,0.129412,0.011441,850.0,United Arab Emirates,ARE,ARE,20200527
0.060093,0.004135,0.064979,0.003987,3555.0,United Kingdom,GBR,GBR,20200527
0.028434,0.005266,0.02975,0.005151,1042.0,Uruguay,URY,URY,20200527
0.025205,0.009116,0.027692,0.008708,325.0,Uzbekistan,UZB,UZB,20200527
0.039501,0.006225,0.041176,0.006102,1020.0,Venezuela,VEN,VEN,20200527
0.028295,0.00334,0.03583,0.00298,3098.0,Vietnam,VNM,VNM,20200527
0.406029,0.03603,0.414894,0.035912,188.0,Yemen,YEM,YEM,20200527
0.502454,0.028956,0.511706,0.028964,299.0,Afghanistan,AFG,AFG,20200528
0.144256,0.020829,0.086957,0.025972,184.0,Albania,ALB,ALB,20200528
0.10757,0.009018,0.102473,0.009213,1132.0,Algeria,DZA,DZA,20200528
0.082714,0.023624,0.117647,0.020197,187.0,Angola,AGO,AGO,20200528
0.030192,0.002479,0.031148,0.002442,4912.0,Argentina,ARG,ARG,20200528
0.160299,0.026674,0.167513,0.026206,197.0,Armenia,ARM,ARM,20200528
0.031044,0.005166,0.036446,0.004781,1317.0,Australia,AUS,AUS,20200528
0.041497,0.006864,0.048731,0.006358,985.0,Austria,AUT,AUT,20200528
0.062749,0.019557,0.073034,0.018228,178.0,Azerbaijan,AZE,AZE,20200528
0.297828,0.01281,0.3177,0.012582,1322.0,Bangladesh,BGD,BGD,20200528
0.253932,0.021026,0.288172,0.020206,465.0,Belarus,BLR,BLR,20200528
0.058027,0.008157,0.058824,0.008105,833.0,Belgium,BEL,BEL,20200528
0.097557,0.00748,0.121798,0.006786,1913.0,Bolivia,BOL,BOL,20200528
0.079446,0.017175,0.066351,0.018662,211.0,Bosnia and Herzegovina,BIH,BIH,20200528
0.240668,0.003446,0.263184,0.003346,16327.0,Brazil,BRA,BRA,20200528
0.015694,0.005346,0.02293,0.004439,785.0,Bulgaria,BGR,BGR,20200528
0.047626,0.0173,0.043165,0.01813,139.0,Cambodia,KHM,KHM,20200528
0.121006,0.018984,0.113879,0.01949,281.0,Cameroon,CMR,CMR,20200528
0.047342,0.004152,0.043279,0.004333,2403.0,Canada,CAN,CAN,20200528
0.187145,0.006494,0.153121,0.007034,3076.0,Chile,CHL,CHL,20200528
0.040445,0.002935,0.0438,0.002825,4863.0,Colombia,COL,COL,20200528
0.042482,0.00473,0.034367,0.005237,1484.0,Costa Rica,CRI,CRI,20200528
0.071178,0.013645,0.050388,0.016039,258.0,C̫te d'Ivoire,CIV,CIV,20200528
0.055438,0.009305,0.048598,0.009903,535.0,Croatia,HRV,HRV,20200528
0.03315,0.004987,0.035165,0.004847,1365.0,Czech Republic,CZE,CZE,20200528
0.052823,0.005282,0.052306,0.005306,1778.0,Denmark,DNK,DNK,20200528
0.112849,0.011239,0.13029,0.010565,898.0,Dominican Republic,DOM,DOM,20200528
0.20276,0.008248,0.192476,0.008411,2286.0,Ecuador,ECU,ECU,20200528
0.200191,0.006309,0.220162,0.006092,4315.0,Egypt,EGY,EGY,20200528
0.059375,0.006576,0.071891,0.006016,1544.0,El Salvador,SLV,SLV,20200528
0.093472,0.019041,0.095833,0.018829,240.0,Ethiopia,ETH,ETH,20200528
0.050737,0.006617,0.059055,0.006161,1270.0,Finland,FIN,FIN,20200528
0.05023,0.003275,0.049476,0.003298,4386.0,France,FRA,FRA,20200528
0.049197,0.003282,0.050394,0.003244,4445.0,Germany,DEU,DEU,20200528
0.056695,0.011172,0.057471,0.011101,435.0,Ghana,GHA,GHA,20200528
0.034557,0.0051,0.032365,0.005264,1205.0,Greece,GRC,GRC,20200528
0.027765,0.005708,0.042857,0.00463,1260.0,Guatemala,GTM,GTM,20200528
0.181948,0.036506,0.174312,0.037124,109.0,Haiti,HTI,HTI,20200528
0.080191,0.009424,0.101843,0.008462,1031.0,Honduras,HND,HND,20200528
0.092871,0.010127,0.066225,0.01182,604.0,Hong Kong,HKG,HKG,20200528
0.019218,0.002316,0.012329,0.002882,2271.0,Hungary,HUN,HUN,20200528
0.063142,0.002775,0.065322,0.002731,7930.0,India,IND,IND,20200528
0.07346,0.00351,0.078943,0.003396,5903.0,Indonesia,IDN,IDN,20200528
0.095549,0.008417,0.11338,0.007804,1420.0,Iraq,IRQ,IRQ,20200528
0.064344,0.007452,0.066308,0.007348,1116.0,Ireland,IRL,IRL,20200528
0.030292,0.004979,0.028105,0.005163,1103.0,Israel,ISR,ISR,20200528
0.032952,0.002303,0.03556,0.00222,6468.0,Italy,ITA,ITA,20200528
0.016507,0.001368,0.017462,0.001331,9163.0,Japan,JPN,JPN,20200528
0.036736,0.006829,0.046365,0.00611,949.0,Jordan,JOR,JOR,20200528
0.047103,0.010445,0.046569,0.010501,408.0,Kazakhstan,KAZ,KAZ,20200528
0.043763,0.007492,0.059821,0.006463,1003.0,Kenya,KEN,KEN,20200528
0.153405,0.020938,0.183673,0.019487,343.0,Kuwait,KWT,KWT,20200528
0.023037,0.012305,0.024845,0.01186,161.0,Kyrgyzstan,KGZ,KGZ,20200528
0.075213,0.012791,0.05414,0.014907,314.0,Lebanon,LBN,LBN,20200528
0.050404,0.00787,0.060175,0.00724,914.0,Libya,LBY,LBY,20200528
0.042512,0.004434,0.045372,0.004298,2204.0,Malaysia,MYS,MYS,20200528
0.151921,0.003032,0.161542,0.002957,14733.0,Mexico,MEX,MEX,20200528
0.067792,0.012712,0.06,0.013457,350.0,Moldova,MDA,MDA,20200528
0.042958,0.00725,0.054248,0.00649,977.0,Morocco,MAR,MAR,20200528
0.094511,0.018869,0.099206,0.018465,252.0,Mozambique,MOZ,MOZ,20200528
0.115868,0.012385,0.1072,0.012813,625.0,Myanmar,MMR,MMR,20200528
0.054633,0.008292,0.059829,0.007946,819.0,Nepal,NPL,NPL,20200528
0.071217,0.005215,0.07051,0.005239,2411.0,Netherlands,NLD,NLD,20200528
0.041055,0.007393,0.037651,0.007706,664.0,New Zealand,NZL,NZL,20200528
0.486089,0.013287,0.498941,0.013282,1417.0,Nicaragua,NIC,NIC,20200528
0.139906,0.008725,0.112633,0.009573,1314.0,Nigeria,NGA,NGA,20200528
0.044647,0.005769,0.042079,0.005935,1212.0,Norway,NOR,NOR,20200528
0.047105,0.018169,0.041322,0.01934,121.0,Oman,OMN,OMN,20200528
0.260401,0.011694,0.252174,0.011818,1380.0,Pakistan,PAK,PAK,20200528
0.080978,0.015901,0.09593,0.01473,344.0,Palestine,PSE,PSE,20200528
0.064689,0.011653,0.0671,0.011456,462.0,Panama,PAN,PAN,20200528
0.020547,0.005616,0.023416,0.005269,726.0,Paraguay,PRY,PRY,20200528
0.223822,0.007435,0.236375,0.007294,3266.0,Peru,PER,PER,20200528
0.064517,0.00448,0.064677,0.004475,3015.0,Philippines,PHL,PHL,20200528
0.042542,0.003648,0.044136,0.003584,3172.0,Poland,POL,POL,20200528
0.044229,0.004321,0.046619,0.004214,2381.0,Portugal,PRT,PRT,20200528
0.023592,0.004645,0.025328,0.004487,1145.0,"Puerto Rico, U.S.",PRI,PRI,20200528
0.171962,0.022705,0.180556,0.022274,288.0,Qatar,QAT,QAT,20200528
0.02445,0.002825,0.025917,0.002746,3164.0,Romania,ROU,ROU,20200528
0.11525,0.008116,0.128311,0.007749,1699.0,Russia,RUS,RUS,20200528
0.114206,0.01016,0.123692,0.009816,1051.0,Saudi Arabia,SAU,SAU,20200528
0.078591,0.027493,0.108527,0.023785,129.0,Senegal,SEN,SEN,20200528
0.064197,0.010192,0.079433,0.009238,705.0,Serbia,SRB,SRB,20200528
0.042596,0.008453,0.033259,0.00952,451.0,Singapore,SGP,SGP,20200528
0.016739,0.005598,0.020376,0.005083,638.0,Slovakia,SVK,SVK,20200528
0.067864,0.015577,0.082803,0.014216,314.0,Slovenia,SVN,SVN,20200528
0.066065,0.00693,0.081462,0.006293,1559.0,South Africa,ZAF,ZAF,20200528
0.040349,0.005015,0.033437,0.005489,1286.0,South Korea,KOR,KOR,20200528
0.073831,0.004029,0.072327,0.004068,4134.0,Spain,ESP,ESP,20200528
0.036534,0.010405,0.041096,0.009834,365.0,Sri Lanka,LKA,LKA,20200528
0.278135,0.022989,0.270053,0.023201,374.0,Sudan,SDN,SDN,20200528
0.153688,0.006313,0.151195,0.006356,3221.0,Sweden,SWE,SWE,20200528
0.073443,0.007932,0.065083,0.008389,968.0,Switzerland,CHE,CHE,20200528
0.01531,0.002478,0.017674,0.002309,2829.0,Taiwan,TWN,TWN,20200528
0.169417,0.036623,0.194915,0.03468,118.0,Tanzania,TZA,TZA,20200528
0.037997,0.004547,0.038224,0.004534,1779.0,Thailand,THA,THA,20200528
0.046078,0.007685,0.043724,0.007879,709.0,Tunisia,TUN,TUN,20200528
0.042064,0.003688,0.045611,0.003549,3201.0,Turkey,TUR,TUR,20200528
0.039369,0.003525,0.038371,0.003568,2971.0,Ukraine,UKR,UKR,20200528
0.116291,0.010586,0.116431,0.010581,919.0,United Arab Emirates,ARE,ARE,20200528
0.050325,0.0041,0.059019,0.003804,3304.0,United Kingdom,GBR,GBR,20200528
0.046479,0.00647,0.046358,0.006478,1057.0,Uruguay,URY,URY,20200528
0.016742,0.009551,0.029032,0.007299,310.0,Uzbekistan,UZB,UZB,20200528
0.030286,0.005065,0.035338,0.004701,1330.0,Venezuela,VEN,VEN,20200528
0.040409,0.003431,0.037827,0.003541,3093.0,Vietnam,VNM,VNM,20200528
0.456221,0.027854,0.45,0.027887,320.0,Yemen,YEM,YEM,20200528
0.51718,0.028063,0.481132,0.028066,318.0,Afghanistan,AFG,AFG,20200529
0.078525,0.017675,0.077922,0.017737,231.0,Albania,ALB,ALB,20200529
0.095751,0.008774,0.104441,0.008442,1216.0,Algeria,DZA,DZA,20200529
0.084991,0.023712,0.109195,0.021202,174.0,Angola,AGO,AGO,20200529
0.046738,0.002785,0.038845,0.003043,4814.0,Argentina,ARG,ARG,20200529
0.106959,0.024116,0.14486,0.021177,214.0,Armenia,ARM,ARM,20200529
0.04388,0.004877,0.041367,0.005017,1668.0,Australia,AUS,AUS,20200529
0.070157,0.008287,0.065242,0.008571,889.0,Austria,AUT,AUT,20200529
0.050575,0.017895,0.05814,0.016757,172.0,Azerbaijan,AZE,AZE,20200529
0.278481,0.012121,0.293701,0.011929,1413.0,Bangladesh,BGD,BGD,20200529
0.240114,0.021361,0.300866,0.019894,462.0,Belarus,BLR,BLR,20200529
0.057785,0.008664,0.061935,0.008387,775.0,Belgium,BEL,BEL,20200529
0.093289,0.007295,0.120482,0.006518,1992.0,Bolivia,BOL,BOL,20200529
0.076263,0.018349,0.065574,0.019674,183.0,Bosnia and Herzegovina,BIH,BIH,20200529
0.238989,0.003524,0.266988,0.003397,15761.0,Brazil,BRA,BRA,20200529
0.0293,0.005871,0.02521,0.006316,714.0,Bulgaria,BGR,BGR,20200529
0.094113,0.024325,0.083969,0.025609,131.0,Cambodia,KHM,KHM,20200529
0.162218,0.021543,0.160959,0.021611,292.0,Cameroon,CMR,CMR,20200529
0.041473,0.003718,0.033827,0.004101,2365.0,Canada,CAN,CAN,20200529
0.158896,0.006171,0.134446,0.006613,3057.0,Chile,CHL,CHL,20200529
0.05055,0.003267,0.053507,0.00318,4747.0,Colombia,COL,COL,20200529
0.035139,0.005066,0.03685,0.004951,1384.0,Costa Rica,CRI,CRI,20200529
0.070304,0.013342,0.049242,0.015765,264.0,C̫te d'Ivoire,CIV,CIV,20200529
0.030059,0.006879,0.025097,0.00751,518.0,Croatia,HRV,HRV,20200529
0.034251,0.005138,0.03701,0.00495,1351.0,Czech Republic,CZE,CZE,20200529
0.050948,0.005267,0.049499,0.005339,1697.0,Denmark,DNK,DNK,20200529
0.127019,0.011014,0.128649,0.010955,925.0,Dominican Republic,DOM,DOM,20200529
0.185575,0.008468,0.196274,0.008288,2201.0,Ecuador,ECU,ECU,20200529
0.208401,0.00628,0.23855,0.005985,4607.0,Egypt,EGY,EGY,20200529
0.060294,0.006468,0.070332,0.006021,1564.0,El Salvador,SLV,SLV,20200529
0.104238,0.018624,0.115254,0.017821,295.0,Ethiopia,ETH,ETH,20200529
0.053215,0.006784,0.054005,0.006737,1111.0,Finland,FIN,FIN,20200529
0.051189,0.00354,0.053721,0.00346,4058.0,France,FRA,FRA,20200529
0.051021,0.003306,0.051016,0.003306,4430.0,Germany,DEU,DEU,20200529
0.040805,0.010686,0.051402,0.009574,428.0,Ghana,GHA,GHA,20200529
0.031674,0.004952,0.027953,0.005261,1109.0,Greece,GRC,GRC,20200529
0.056816,0.006511,0.061953,0.006252,1372.0,Guatemala,GTM,GTM,20200529
0.34461,0.041157,0.317829,0.042006,129.0,Haiti,HTI,HTI,20200529
0.094495,0.009301,0.096838,0.0092,1012.0,Honduras,HND,HND,20200529
0.095243,0.010502,0.073955,0.01178,622.0,Hong Kong,HKG,HKG,20200529
0.011181,0.002201,0.010609,0.002259,2168.0,Hungary,HUN,HUN,20200529
0.055938,0.002591,0.059431,0.002518,8329.0,India,IND,IND,20200529
0.06794,0.003411,0.072576,0.003308,5787.0,Indonesia,IDN,IDN,20200529
0.108159,0.008211,0.134068,0.007484,1723.0,Iraq,IRQ,IRQ,20200529
0.064889,0.007273,0.060465,0.007517,1075.0,Ireland,IRL,IRL,20200529
0.037228,0.005139,0.037763,0.005104,1377.0,Israel,ISR,ISR,20200529
0.035697,0.002306,0.035211,0.002321,6390.0,Italy,ITA,ITA,20200529
0.013717,0.001225,0.014649,0.001186,9625.0,Japan,JPN,JPN,20200529
0.051446,0.005757,0.039827,0.006503,1155.0,Jordan,JOR,JOR,20200529
0.031106,0.007452,0.021277,0.008965,376.0,Kazakhstan,KAZ,KAZ,20200529
0.060569,0.007498,0.061404,0.007451,1026.0,Kenya,KEN,KEN,20200529
0.161668,0.021693,0.160279,0.021769,287.0,Kuwait,KWT,KWT,20200529
0.033355,0.013565,0.033708,0.013497,178.0,Kyrgyzstan,KGZ,KGZ,20200529
0.057284,0.012939,0.056426,0.013032,319.0,Lebanon,LBN,LBN,20200529
0.044649,0.007393,0.05746,0.006561,992.0,Libya,LBY,LBY,20200529
0.048017,0.004685,0.049463,0.00462,2143.0,Malaysia,MYS,MYS,20200529
0.153483,0.003147,0.172213,0.003004,14395.0,Mexico,MEX,MEX,20200529
0.047663,0.014152,0.065359,0.012199,306.0,Moldova,MDA,MDA,20200529
0.054531,0.007578,0.058945,0.007306,967.0,Morocco,MAR,MAR,20200529
0.104856,0.018486,0.101124,0.018785,267.0,Mozambique,MOZ,MOZ,20200529
0.103904,0.012253,0.110942,0.011904,658.0,Myanmar,MMR,MMR,20200529
0.048528,0.007916,0.058219,0.007264,876.0,Nepal,NPL,NPL,20200529
0.064678,0.005075,0.064681,0.005075,2350.0,Netherlands,NLD,NLD,20200529
0.036727,0.006473,0.032215,0.006896,745.0,New Zealand,NZL,NZL,20200529
0.432345,0.013942,0.485226,0.01382,1286.0,Nicaragua,NIC,NIC,20200529
0.111728,0.008175,0.094868,0.008788,1286.0,Nigeria,NGA,NGA,20200529
0.039055,0.005806,0.040622,0.005698,1157.0,Norway,NOR,NOR,20200529
0.071036,0.024325,0.083969,0.02253,131.0,Oman,OMN,OMN,20200529
0.294184,0.011398,0.271654,0.011676,1524.0,Pakistan,PAK,PAK,20200529
0.089363,0.014027,0.08802,0.014123,409.0,Palestine,PSE,PSE,20200529
0.082896,0.012108,0.06982,0.0131,444.0,Panama,PAN,PAN,20200529
0.032281,0.00605,0.030075,0.006261,798.0,Paraguay,PRY,PRY,20200529
0.250008,0.007638,0.252088,0.007617,3233.0,Peru,PER,PER,20200529
0.048815,0.004341,0.059202,0.003964,2956.0,Philippines,PHL,PHL,20200529
0.033135,0.003482,0.037386,0.003285,2969.0,Poland,POL,POL,20200529
0.038125,0.004513,0.048064,0.004041,2247.0,Portugal,PRT,PRT,20200529
0.022842,0.0046,0.02551,0.004358,1176.0,"Puerto Rico, U.S.",PRI,PRI,20200529
0.146827,0.019586,0.136364,0.0202,308.0,Qatar,QAT,QAT,20200529
0.025911,0.003161,0.03079,0.002907,2988.0,Romania,ROU,ROU,20200529
0.11275,0.008633,0.135118,0.007987,1569.0,Russia,RUS,RUS,20200529
0.106538,0.009088,0.107969,0.009035,1167.0,Saudi Arabia,SAU,SAU,20200529
0.155454,0.033433,0.138889,0.035028,108.0,Senegal,SEN,SEN,20200529
0.061731,0.009572,0.064857,0.009354,663.0,Serbia,SRB,SRB,20200529
0.03581,0.009683,0.044248,0.00875,452.0,Singapore,SGP,SGP,20200529
0.01587,0.004603,0.013093,0.00506,611.0,Slovakia,SVK,SVK,20200529
0.054011,0.014006,0.061224,0.013205,294.0,Slovenia,SVN,SVN,20200529
0.076695,0.006552,0.08234,0.006343,1761.0,South Africa,ZAF,ZAF,20200529
0.033319,0.00544,0.039627,0.005005,1287.0,South Korea,KOR,KOR,20200529
0.070878,0.004089,0.068704,0.004148,3828.0,Spain,ESP,ESP,20200529
0.04762,0.011141,0.048387,0.011056,372.0,Sri Lanka,LKA,LKA,20200529
0.33487,0.022758,0.314149,0.023139,417.0,Sudan,SDN,SDN,20200529
0.15889,0.006588,0.159715,0.006574,3093.0,Sweden,SWE,SWE,20200529
0.059739,0.008198,0.064516,0.007909,899.0,Switzerland,CHE,CHE,20200529
0.012873,0.002381,0.016277,0.002121,2826.0,Taiwan,TWN,TWN,20200529
0.292983,0.041587,0.285714,0.041898,119.0,Tanzania,TZA,TZA,20200529
0.044028,0.005177,0.049227,0.00491,1747.0,Thailand,THA,THA,20200529
0.034121,0.007716,0.040909,0.007072,660.0,Tunisia,TUN,TUN,20200529
0.051608,0.003993,0.051358,0.004002,3057.0,Turkey,TUR,TUR,20200529
0.039257,0.003423,0.037073,0.003518,3048.0,Ukraine,UKR,UKR,20200529
0.137805,0.010855,0.136136,0.010911,999.0,United Arab Emirates,ARE,ARE,20200529
0.051693,0.004147,0.056132,0.003989,3082.0,United Kingdom,GBR,GBR,20200529
0.036884,0.00573,0.037838,0.00566,1110.0,Uruguay,URY,URY,20200529
0.021214,0.010019,0.032154,0.008184,311.0,Uzbekistan,UZB,UZB,20200529
0.029178,0.004758,0.03207,0.004545,1372.0,Venezuela,VEN,VEN,20200529
0.040131,0.003657,0.041414,0.003602,2970.0,Vietnam,VNM,VNM,20200529
0.429489,0.02636,0.43662,0.026309,355.0,Yemen,YEM,YEM,20200529
0.553162,0.028295,0.485623,0.028146,313.0,Afghanistan,AFG,AFG,20200530
0.139307,0.022408,0.116505,0.024184,206.0,Albania,ALB,ALB,20200530
0.121252,0.009663,0.125213,0.009531,1174.0,Algeria,DZA,DZA,20200530
0.070944,0.024371,0.112426,0.019807,169.0,Angola,AGO,AGO,20200530
0.033856,0.002596,0.033074,0.002625,4747.0,Argentina,ARG,ARG,20200530
0.115735,0.024709,0.132275,0.023332,189.0,Armenia,ARM,ARM,20200530
0.046707,0.004973,0.049712,0.004828,1911.0,Australia,AUS,AUS,20200530
0.042181,0.006703,0.042763,0.00666,912.0,Austria,AUT,AUT,20200530
0.056547,0.015908,0.056604,0.015901,212.0,Azerbaijan,AZE,AZE,20200530
0.308662,0.012936,0.335832,0.012652,1334.0,Bangladesh,BGD,BGD,20200530
0.410635,0.020988,0.333992,0.021891,506.0,Belarus,BLR,BLR,20200530
0.055112,0.008361,0.052925,0.008522,718.0,Belgium,BEL,BEL,20200530
0.106565,0.007591,0.13773,0.006797,2062.0,Bolivia,BOL,BOL,20200530
0.047563,0.017226,0.064039,0.014975,203.0,Bosnia and Herzegovina,BIH,BIH,20200530
0.233698,0.003481,0.261891,0.00335,15957.0,Brazil,BRA,BRA,20200530
0.047747,0.006046,0.027397,0.007897,730.0,Bulgaria,BGR,BGR,20200530
0.084145,0.024786,0.093525,0.023631,139.0,Cambodia,KHM,KHM,20200530
0.163813,0.023187,0.170455,0.022822,264.0,Cameroon,CMR,CMR,20200530
0.03879,0.00379,0.037245,0.003865,2497.0,Canada,CAN,CAN,20200530
0.164085,0.006333,0.143509,0.00669,3066.0,Chile,CHL,CHL,20200530
0.043771,0.00299,0.046437,0.002907,4953.0,Colombia,COL,COL,20200530
0.046654,0.005132,0.042263,0.005379,1538.0,Costa Rica,CRI,CRI,20200530
0.014944,0.009661,0.023904,0.007673,251.0,C̫te d'Ivoire,CIV,CIV,20200530
0.054951,0.009421,0.045175,0.010337,487.0,Croatia,HRV,HRV,20200530
0.037362,0.005609,0.04328,0.005228,1317.0,Czech Republic,CZE,CZE,20200530
0.051674,0.005277,0.052543,0.005235,1789.0,Denmark,DNK,DNK,20200530
0.127794,0.010831,0.115075,0.011332,869.0,Dominican Republic,DOM,DOM,20200530
0.201475,0.008412,0.199646,0.008441,2259.0,Ecuador,ECU,ECU,20200530
0.222411,0.006552,0.24306,0.006352,4287.0,Egypt,EGY,EGY,20200530
0.070703,0.006413,0.067708,0.006542,1536.0,El Salvador,SLV,SLV,20200530
0.077326,0.016902,0.07438,0.017206,242.0,Ethiopia,ETH,ETH,20200530
0.062114,0.007118,0.061901,0.00713,1147.0,Finland,FIN,FIN,20200530
0.047536,0.003341,0.046785,0.003366,3997.0,France,FRA,FRA,20200530
0.051316,0.003307,0.051728,0.003295,4485.0,Germany,DEU,DEU,20200530
0.095234,0.013896,0.090909,0.014189,429.0,Ghana,GHA,GHA,20200530
0.029211,0.005371,0.033214,0.005048,1114.0,Greece,GRC,GRC,20200530
0.054701,0.006197,0.059589,0.005953,1460.0,Guatemala,GTM,GTM,20200530
0.348924,0.043457,0.347107,0.04351,121.0,Haiti,HTI,HTI,20200530
