smoothed_twodoses,smoothed_twodoses_se,sample_size,country,iso_code,gid_0,survey_date
0.457787,0.012143,1645.0,Russia,RUS,RUS,20210220
0.712106,0.030091,247.0,Saudi Arabia,SAU,SAU,20210220
0.597192,0.016937,822.0,Serbia,SRB,SRB,20210220
0.578339,0.042181,135.0,Singapore,SGP,SGP,20210220
0.442507,0.02595,351.0,Slovakia,SVK,SVK,20210220
0.682043,0.013491,1186.0,Spain,ESP,ESP,20210220
0.007212,0.00796,101.0,Sri Lanka,LKA,LKA,20210220
0.485232,0.014948,1140.0,Sweden,SWE,SWE,20210220
0.399957,0.022948,456.0,Switzerland,CHE,CHE,20210220
0.32655,0.013637,1202.0,Turkey,TUR,TUR,20210220
0.728134,0.012983,1181.0,United Arab Emirates,ARE,ARE,20210220
0.027406,0.002186,5602.0,United Kingdom,GBR,GBR,20210220
0.189436,0.026984,234.0,Vietnam,VNM,VNM,20210220
0.58164,0.019048,659.0,Argentina,ARG,ARG,20210221
0.632785,0.023737,404.0,Austria,AUT,AUT,20210221
0.021895,0.004648,1034.0,Bangladesh,BGD,BGD,20210221
0.626003,0.02835,285.0,Belgium,BEL,BEL,20210221
0.284303,0.006331,4992.0,Brazil,BRA,BRA,20210221
0.42338,0.029545,275.0,Bulgaria,BGR,BGR,20210221
0.414489,0.019205,678.0,Canada,CAN,CAN,20210221
0.052203,0.00468,2259.0,Chile,CHL,CHL,20210221
0.652116,0.04269,126.0,Croatia,HRV,HRV,20210221
0.619714,0.024577,388.0,Czech Republic,CZE,CZE,20210221
0.623687,0.022704,461.0,Denmark,DNK,DNK,20210221
0.339047,0.038377,154.0,Finland,FIN,FIN,20210221
0.506696,0.01128,1962.0,France,FRA,FRA,20210221
0.597945,0.010436,2216.0,Germany,DEU,DEU,20210221
0.591723,0.022907,492.0,Greece,GRC,GRC,20210221
0.56731,0.015451,1034.0,Hungary,HUN,HUN,20210221
0.152257,0.007966,2017.0,India,IND,IND,20210221
0.495984,0.017513,815.0,Indonesia,IDN,IDN,20210221
0.531186,0.028487,311.0,Ireland,IRL,IRL,20210221
0.743228,0.005552,6169.0,Israel,ISR,ISR,20210221
0.699484,0.007982,3283.0,Italy,ITA,ITA,20210221
0.479014,0.04089,158.0,Japan,JPN,JPN,20210221
0.605952,0.042376,124.0,Jordan,JOR,JOR,20210221
0.038196,0.01704,128.0,Kenya,KEN,KEN,20210221
0.375359,0.011935,1493.0,Mexico,MEX,MEX,20210221
0.042048,0.011439,343.0,Morocco,MAR,MAR,20210221
0.027242,0.009675,306.0,Nepal,NPL,NPL,20210221
0.496258,0.020796,573.0,Netherlands,NLD,NLD,20210221
0.144166,0.023748,225.0,Nigeria,NGA,NGA,20210221
0.32545,0.022361,451.0,Norway,NOR,NOR,20210221
0.119242,0.02976,140.0,Pakistan,PAK,PAK,20210221
0.086284,0.021782,181.0,Peru,PER,PER,20210221
0.604821,0.014776,1101.0,Poland,POL,POL,20210221
0.526889,0.020435,591.0,Portugal,PRT,PRT,20210221
0.565208,0.014533,1164.0,"Puerto Rico, U.S.",PRI,PRI,20210221
0.706269,0.011,1729.0,Romania,ROU,ROU,20210221
0.486152,0.012233,1654.0,Russia,RUS,RUS,20210221
0.70732,0.029885,251.0,Saudi Arabia,SAU,SAU,20210221
0.627764,0.016703,835.0,Serbia,SRB,SRB,20210221
0.613609,0.041675,139.0,Singapore,SGP,SGP,20210221
0.479252,0.02628,357.0,Slovakia,SVK,SVK,20210221
0.673187,0.013564,1189.0,Spain,ESP,ESP,20210221
0.008952,0.008411,110.0,Sri Lanka,LKA,LKA,20210221
0.500442,0.014788,1158.0,Sweden,SWE,SWE,20210221
0.428523,0.023306,455.0,Switzerland,CHE,CHE,20210221
0.317854,0.013185,1268.0,Turkey,TUR,TUR,20210221
0.741065,0.012884,1158.0,United Arab Emirates,ARE,ARE,20210221
0.027068,0.002142,5765.0,United Kingdom,GBR,GBR,20210221
0.190881,0.027778,225.0,Vietnam,VNM,VNM,20210221
0.546216,0.018884,682.0,Argentina,ARG,ARG,20210222
0.613601,0.024061,406.0,Austria,AUT,AUT,20210222
0.014091,0.003593,1078.0,Bangladesh,BGD,BGD,20210222
0.633154,0.027702,298.0,Belgium,BEL,BEL,20210222
0.315137,0.006523,5017.0,Brazil,BRA,BRA,20210222
0.370733,0.027123,301.0,Bulgaria,BGR,BGR,20210222
0.433642,0.019102,697.0,Canada,CAN,CAN,20210222
0.056164,0.004783,2313.0,Chile,CHL,CHL,20210222
0.650795,0.040823,137.0,Croatia,HRV,HRV,20210222
0.628139,0.023915,406.0,Czech Republic,CZE,CZE,20210222
0.607834,0.022302,485.0,Denmark,DNK,DNK,20210222
0.35972,0.037104,166.0,Finland,FIN,FIN,20210222
0.528701,0.011207,1988.0,France,FRA,FRA,20210222
0.603655,0.01022,2304.0,Germany,DEU,DEU,20210222
0.567356,0.02246,506.0,Greece,GRC,GRC,20210222
0.563247,0.015417,1042.0,Hungary,HUN,HUN,20210222
0.16692,0.008247,2039.0,India,IND,IND,20210222
0.526795,0.01761,815.0,Indonesia,IDN,IDN,20210222
0.565386,0.028116,314.0,Ireland,IRL,IRL,20210222
0.754584,0.005492,6124.0,Israel,ISR,ISR,20210222
0.68328,0.00801,3351.0,Italy,ITA,ITA,20210222
0.428871,0.038572,169.0,Japan,JPN,JPN,20210222
0.622292,0.040311,139.0,Jordan,JOR,JOR,20210222
0.041448,0.017859,127.0,Kenya,KEN,KEN,20210222
0.421995,0.012044,1597.0,Mexico,MEX,MEX,20210222
0.036022,0.00999,379.0,Morocco,MAR,MAR,20210222
0.037526,0.011151,315.0,Nepal,NPL,NPL,20210222
0.479476,0.020422,599.0,Netherlands,NLD,NLD,20210222
0.142318,0.023643,224.0,Nigeria,NGA,NGA,20210222
0.327626,0.021885,470.0,Norway,NOR,NOR,20210222
0.09355,0.025014,150.0,Pakistan,PAK,PAK,20210222
0.083702,0.021217,190.0,Peru,PER,PER,20210222
0.599541,0.014807,1101.0,Poland,POL,POL,20210222
0.515618,0.019965,620.0,Portugal,PRT,PRT,20210222
0.592092,0.014383,1166.0,"Puerto Rico, U.S.",PRI,PRI,20210222
0.706848,0.010773,1796.0,Romania,ROU,ROU,20210222
0.516057,0.012139,1706.0,Russia,RUS,RUS,20210222
0.727193,0.029208,250.0,Saudi Arabia,SAU,SAU,20210222
0.631439,0.016365,870.0,Serbia,SRB,SRB,20210222
0.637904,0.039408,155.0,Singapore,SGP,SGP,20210222
0.467086,0.025946,363.0,Slovakia,SVK,SVK,20210222
0.664574,0.013648,1195.0,Spain,ESP,ESP,20210222
0.00816,0.007398,128.0,Sri Lanka,LKA,LKA,20210222
0.509532,0.014562,1194.0,Sweden,SWE,SWE,20210222
0.42474,0.022955,468.0,Switzerland,CHE,CHE,20210222
0.313749,0.012991,1298.0,Turkey,TUR,TUR,20210222
0.766996,0.012729,1106.0,United Arab Emirates,ARE,ARE,20210222
0.026346,0.002094,5872.0,United Kingdom,GBR,GBR,20210222
0.204195,0.029262,218.0,Vietnam,VNM,VNM,20210222
0.508004,0.01851,729.0,Argentina,ARG,ARG,20210223
0.618499,0.023668,418.0,Austria,AUT,AUT,20210223
0.010985,0.003168,1095.0,Bangladesh,BGD,BGD,20210223
0.654996,0.026818,308.0,Belgium,BEL,BEL,20210223
0.339888,0.006649,5027.0,Brazil,BRA,BRA,20210223
0.345538,0.025104,331.0,Bulgaria,BGR,BGR,20210223
0.431109,0.018439,729.0,Canada,CAN,CAN,20210223
0.061498,0.004962,2348.0,Chile,CHL,CHL,20210223
0.582537,0.042601,134.0,Croatia,HRV,HRV,20210223
0.623069,0.023543,421.0,Czech Republic,CZE,CZE,20210223
0.585353,0.021822,515.0,Denmark,DNK,DNK,20210223
0.383355,0.037276,169.0,Finland,FIN,FIN,20210223
0.54321,0.01103,2040.0,France,FRA,FRA,20210223
0.622103,0.009911,2405.0,Germany,DEU,DEU,20210223
0.550199,0.022049,543.0,Greece,GRC,GRC,20210223
0.555837,0.015126,1082.0,Hungary,HUN,HUN,20210223
0.176343,0.008467,2045.0,India,IND,IND,20210223
0.53506,0.017666,803.0,Indonesia,IDN,IDN,20210223
0.546151,0.027834,317.0,Ireland,IRL,IRL,20210223
0.762563,0.005511,5980.0,Israel,ISR,ISR,20210223
0.667132,0.007956,3481.0,Italy,ITA,ITA,20210223
0.442792,0.037454,178.0,Japan,JPN,JPN,20210223
0.626569,0.040483,137.0,Jordan,JOR,JOR,20210223
0.03124,0.014899,132.0,Kenya,KEN,KEN,20210223
0.446598,0.012123,1651.0,Mexico,MEX,MEX,20210223
0.048849,0.011206,375.0,Morocco,MAR,MAR,20210223
0.042975,0.012045,319.0,Nepal,NPL,NPL,20210223
0.480893,0.019765,640.0,Netherlands,NLD,NLD,20210223
0.110931,0.020922,226.0,Nigeria,NGA,NGA,20210223
0.312557,0.02106,493.0,Norway,NOR,NOR,20210223
0.100049,0.024801,156.0,Pakistan,PAK,PAK,20210223
0.052711,0.016283,206.0,Peru,PER,PER,20210223
0.595445,0.014736,1115.0,Poland,POL,POL,20210223
0.504351,0.0199,629.0,Portugal,PRT,PRT,20210223
0.611339,0.01408,1199.0,"Puerto Rico, U.S.",PRI,PRI,20210223
0.714393,0.010472,1868.0,Romania,ROU,ROU,20210223
0.526102,0.012126,1713.0,Russia,RUS,RUS,20210223
0.743732,0.027524,269.0,Saudi Arabia,SAU,SAU,20210223
0.628739,0.016284,881.0,Serbia,SRB,SRB,20210223
0.657811,0.03914,153.0,Singapore,SGP,SGP,20210223
0.485997,0.025629,374.0,Slovakia,SVK,SVK,20210223
0.665074,0.013603,1196.0,Spain,ESP,ESP,20210223
0.008022,0.006971,147.0,Sri Lanka,LKA,LKA,20210223
0.529221,0.01403,1267.0,Sweden,SWE,SWE,20210223
0.434971,0.022858,471.0,Switzerland,CHE,CHE,20210223
0.314793,0.012965,1304.0,Turkey,TUR,TUR,20210223
0.781002,0.01274,1055.0,United Arab Emirates,ARE,ARE,20210223
0.027668,0.002111,6052.0,United Kingdom,GBR,GBR,20210223
0.22994,0.032583,196.0,Vietnam,VNM,VNM,20210223
0.479882,0.017865,781.0,Argentina,ARG,ARG,20210224
0.61194,0.02348,425.0,Austria,AUT,AUT,20210224
0.01084,0.003094,1130.0,Bangladesh,BGD,BGD,20210224
0.647378,0.026354,321.0,Belgium,BEL,BEL,20210224
0.368261,0.006825,4955.0,Brazil,BRA,BRA,20210224
0.287313,0.023489,361.0,Bulgaria,BGR,BGR,20210224
0.427661,0.0185,724.0,Canada,CAN,CAN,20210224
0.063106,0.004985,2384.0,Chile,CHL,CHL,20210224
0.538092,0.040695,149.0,Croatia,HRV,HRV,20210224
0.643227,0.023625,414.0,Czech Republic,CZE,CZE,20210224
0.542929,0.02118,551.0,Denmark,DNK,DNK,20210224
0.422259,0.038286,174.0,Finland,FIN,FIN,20210224
0.551199,0.011065,2020.0,France,FRA,FRA,20210224
0.624685,0.009747,2476.0,Germany,DEU,DEU,20210224
0.52372,0.021876,559.0,Greece,GRC,GRC,20210224
0.541705,0.014825,1134.0,Hungary,HUN,HUN,20210224
0.184691,0.008659,2052.0,India,IND,IND,20210224
0.572839,0.017836,781.0,Indonesia,IDN,IDN,20210224
0.526547,0.027681,322.0,Ireland,IRL,IRL,20210224
0.769632,0.005492,5904.0,Israel,ISR,ISR,20210224
0.645387,0.008035,3532.0,Italy,ITA,ITA,20210224
0.432864,0.036989,180.0,Japan,JPN,JPN,20210224
0.586754,0.043506,135.0,Jordan,JOR,JOR,20210224
0.024794,0.013361,136.0,Kenya,KEN,KEN,20210224
0.477557,0.012286,1680.0,Mexico,MEX,MEX,20210224
0.047581,0.010517,410.0,Morocco,MAR,MAR,20210224
0.040957,0.011874,323.0,Nepal,NPL,NPL,20210224
0.494877,0.019384,672.0,Netherlands,NLD,NLD,20210224
0.092654,0.020051,216.0,Nigeria,NGA,NGA,20210224
0.316446,0.020508,515.0,Norway,NOR,NOR,20210224
0.069872,0.019653,168.0,Pakistan,PAK,PAK,20210224
0.049608,0.015517,220.0,Peru,PER,PER,20210224
0.590822,0.01471,1122.0,Poland,POL,POL,20210224
0.493179,0.019616,653.0,Portugal,PRT,PRT,20210224
0.622885,0.013966,1203.0,"Puerto Rico, U.S.",PRI,PRI,20210224
0.721202,0.010247,1924.0,Romania,ROU,ROU,20210224
0.545911,0.012006,1753.0,Russia,RUS,RUS,20210224
0.734408,0.027253,274.0,Saudi Arabia,SAU,SAU,20210224
0.61888,0.016184,904.0,Serbia,SRB,SRB,20210224
0.65494,0.037551,167.0,Singapore,SGP,SGP,20210224
0.489905,0.025432,382.0,Slovakia,SVK,SVK,20210224
0.643254,0.013748,1207.0,Spain,ESP,ESP,20210224
0.006293,0.006326,148.0,Sri Lanka,LKA,LKA,20210224
0.540304,0.013824,1303.0,Sweden,SWE,SWE,20210224
0.445574,0.022764,479.0,Switzerland,CHE,CHE,20210224
0.319142,0.01304,1298.0,Turkey,TUR,TUR,20210224
0.795148,0.012645,1026.0,United Arab Emirates,ARE,ARE,20210224
0.028432,0.00212,6163.0,United Kingdom,GBR,GBR,20210224
0.248365,0.034232,191.0,Vietnam,VNM,VNM,20210224
