,Country,Date,CLI,Flu,Mask,Contact,Finance,Anosmia,Vaccine_acpt,Covid_Vaccine,Trust_fam,Trust_Healthcare,Trust_who,Trust_govt,Trust_politicians,Twodoses,concerned_sideeffects,hesitant_sideeffects,modified_acceptance,access_wash,wash_hands_24h_3to6,wash_hands_24h_7orMore,cmty_covid
364,Belgium,20200630,0.004193,0.005092,0.540649,0.501546,0.283325,0.020455,,,,,,,,,,,,0.995832,0.37782,0.533853,0.056798
365,Belgium,20200701,0.003617,0.004656,0.537888,0.501853,0.294286,0.017818,,,,,,,,,,,,0.996087,0.376726,0.534765,0.055555
366,Belgium,20200702,0.003572,0.004339,0.540084,0.501663,0.296507,0.016958,,,,,,,,,,,,0.99596,0.376505,0.534411,0.053224
367,Belgium,20200703,0.003373,0.004128,0.536126,0.502658,0.299155,0.017519,,,,,,,,,,,,0.995272,0.376491,0.535071,0.049453
368,Belgium,20200704,0.003075,0.00362,0.54018,0.506885,0.299979,0.016441,,,,,,,,,,,,0.994763,0.380702,0.52486,0.048002
369,Belgium,20200705,0.003368,0.00346,0.549106,0.507713,0.295667,0.017335,,,,,,,,,,,,0.994896,0.380992,0.527981,0.052134
370,Belgium,20200706,0.003664,0.003755,0.545561,0.514104,0.294804,0.017422,,,,,,,,,,,,0.995256,0.382136,0.521857,0.051461
371,Belgium,20200707,0.004108,0.004228,0.542507,0.504978,0.296377,0.01612,,,,,,,,,,,,0.996069,0.385124,0.515758,0.047214
372,Belgium,20200708,0.00433,0.0043,0.536426,0.510584,0.287807,0.015569,,,,,,,,,,,,0.995114,0.38249,0.515774,0.046168
373,Belgium,20200709,0.003836,0.004194,0.536401,0.513922,0.290236,0.016598,,,,,,,,,,,,0.995631,0.384189,0.514017,0.048043
374,Belgium,20200710,0.004113,0.004234,0.542542,0.514755,0.296167,0.014758,,,,,,,,,,,,0.996298,0.383809,0.513717,0.047735
375,Belgium,20200711,0.004306,0.004625,0.556281,0.511313,0.29924,0.014198,,,,,,,,,,,,0.996884,0.381032,0.521543,0.047396
376,Belgium,20200712,0.003773,0.004433,0.571807,0.51809,0.304154,0.014529,,,,,,,,,,,,0.996261,0.383199,0.522094,0.043041
377,Belgium,20200713,0.005692,0.006457,0.592553,0.51147,0.306221,0.015946,,,,,,,,,,,,0.996569,0.383261,0.526675,0.043538
378,Belgium,20200714,0.005817,0.006635,0.624013,0.516446,0.309313,0.016886,,,,,,,,,,,,0.995122,0.382689,0.527049,0.043417
379,Belgium,20200715,0.006174,0.007126,0.658534,0.511317,0.312081,0.016655,,,,,,,,,,,,0.994825,0.388013,0.52594,0.045064
380,Belgium,20200716,0.006771,0.007735,0.686426,0.509906,0.309613,0.015735,,,,,,,,,,,,0.994122,0.382607,0.532913,0.04481
381,Belgium,20200717,0.007149,0.008014,0.717631,0.499847,0.301972,0.015859,,,,,,,,,,,,0.994455,0.387353,0.529041,0.043312
382,Belgium,20200718,0.006899,0.007706,0.737872,0.497151,0.305002,0.016115,,,,,,,,,,,,0.994137,0.381843,0.534377,0.044274
383,Belgium,20200719,0.007313,0.00811,0.75719,0.490859,0.305853,0.015403,,,,,,,,,,,,0.994765,0.379512,0.533313,0.047454
384,Belgium,20200720,0.005723,0.006281,0.76729,0.494476,0.307402,0.013823,,,,,,,,,,,,0.995344,0.384145,0.525679,0.047928
385,Belgium,20200721,0.004573,0.005313,0.777487,0.495258,0.302783,0.012086,,,,,,,,,,,,0.996183,0.387404,0.521359,0.048471
386,Belgium,20200722,0.004974,0.005639,0.782651,0.491713,0.30572,0.014497,,,,,,,,,,,,0.996511,0.392006,0.515277,0.047075
387,Belgium,20200723,0.004085,0.004706,0.790043,0.487462,0.313334,0.014628,,,,,,,,,,,,0.996725,0.394791,0.511649,0.046714
388,Belgium,20200724,0.003524,0.004401,0.788973,0.488575,0.316611,0.014211,,,,,,,,,,,,0.9965,0.389927,0.51924,0.049811
389,Belgium,20200725,0.003917,0.004563,0.794326,0.483142,0.316024,0.01511,,,,,,,,,,,,0.995759,0.390937,0.517696,0.048927
390,Belgium,20200726,0.003048,0.003377,0.807422,0.482985,0.315406,0.013824,,,,,,,,,,,,0.995378,0.388055,0.523423,0.05104
391,Belgium,20200727,0.002646,0.003104,0.82029,0.47508,0.313438,0.014286,,,,,,,,,,,,0.995343,0.37896,0.535637,0.050197
392,Belgium,20200728,0.003165,0.003261,0.834161,0.461798,0.314907,0.013987,,,,,,,,,,,,0.995838,0.37354,0.545699,0.049776
393,Belgium,20200729,0.002543,0.002591,0.848617,0.457085,0.319646,0.012439,,,,,,,,,,,,0.996431,0.364664,0.554858,0.054108
394,Belgium,20200730,0.002855,0.002655,0.853945,0.453365,0.315168,0.01369,,,,,,,,,,,,0.996548,0.36312,0.559873,0.05404
395,Belgium,20200731,0.003687,0.003481,0.865308,0.448866,0.314489,0.014182,,,,,,,,,,,,0.996835,0.361082,0.561424,0.051521
396,Belgium,20200801,0.004152,0.004162,0.875754,0.44419,0.31381,0.013569,,,,,,,,,,,,0.997682,0.363278,0.562634,0.05205
397,Belgium,20200802,0.003883,0.004115,0.878648,0.431609,0.314918,0.015093,,,,,,,,,,,,0.996684,0.365182,0.558307,0.048097
398,Belgium,20200803,0.003575,0.003805,0.88219,0.427224,0.324299,0.014399,,,,,,,,,,,,0.995551,0.368372,0.553806,0.047516
399,Belgium,20200804,0.003758,0.004062,0.884725,0.423178,0.332842,0.016164,,,,,,,,,,,,0.995231,0.369721,0.547459,0.04998
400,Belgium,20200805,0.004013,0.004537,0.882892,0.421004,0.326029,0.01888,,,,,,,,,,,,0.995363,0.371743,0.547735,0.044983
401,Belgium,20200806,0.003618,0.004207,0.887896,0.415477,0.324975,0.016893,,,,,,,,,,,,0.995207,0.377208,0.54325,0.044418
402,Belgium,20200807,0.003351,0.003937,0.891233,0.419118,0.325565,0.016756,,,,,,,,,,,,0.994737,0.372544,0.548176,0.045573
403,Belgium,20200808,0.002336,0.002809,0.893128,0.423775,0.329131,0.016602,,,,,,,,,,,,0.994852,0.366624,0.552384,0.042993
404,Belgium,20200809,0.002518,0.002841,0.894823,0.42674,0.324073,0.015801,,,,,,,,,,,,0.995296,0.365924,0.552267,0.041092
405,Belgium,20200810,0.002783,0.003447,0.895758,0.42496,0.324485,0.016935,,,,,,,,,,,,0.996128,0.364822,0.556515,0.040368
406,Belgium,20200811,0.002136,0.002838,0.893963,0.434333,0.315451,0.016392,,,,,,,,,,,,0.995767,0.366253,0.558854,0.039819
407,Belgium,20200812,0.001726,0.002184,0.894495,0.439068,0.314423,0.012012,,,,,,,,,,,,0.994972,0.374121,0.548381,0.038444
408,Belgium,20200813,0.002315,0.002908,0.8941,0.443636,0.322173,0.011887,,,,,,,,,,,,0.994544,0.371398,0.544812,0.039081
409,Belgium,20200814,0.002411,0.003177,0.891945,0.439808,0.325793,0.012948,,,,,,,,,,,,0.993548,0.379573,0.532592,0.037721
410,Belgium,20200815,0.002532,0.003304,0.88642,0.436776,0.325822,0.01433,,,,,,,,,,,,0.993438,0.383178,0.525404,0.041108
411,Belgium,20200816,0.002944,0.003519,0.880481,0.440585,0.327605,0.013671,,,,,,,,,,,,0.994638,0.384109,0.525659,0.047319
412,Belgium,20200817,0.003693,0.003909,0.879547,0.444362,0.319488,0.014354,,,,,,,,,,,,0.995045,0.38899,0.520138,0.046399
413,Belgium,20200818,0.004322,0.004657,0.87943,0.441589,0.322147,0.016165,,,,,,,,,,,,0.995344,0.390996,0.517229,0.04482
414,Belgium,20200819,0.00433,0.004671,0.879808,0.442942,0.318533,0.016096,,,,,,,,,,,,0.995271,0.381939,0.525552,0.046286
415,Belgium,20200820,0.004155,0.004354,0.875476,0.441927,0.313678,0.017525,,,,,,,,,,,,0.996275,0.377757,0.531334,0.044159
416,Belgium,20200821,0.004139,0.00478,0.875387,0.440025,0.317595,0.016203,,,,,,,,,,,,0.997968,0.375422,0.534547,0.044068
417,Belgium,20200822,0.004639,0.004779,0.875699,0.444116,0.315485,0.014385,,,,,,,,,,,,0.997843,0.380578,0.534457,0.040939
418,Belgium,20200823,0.004315,0.004782,0.880745,0.437325,0.316306,0.015191,,,,,,,,,,,,0.997544,0.381456,0.53288,0.039127
419,Belgium,20200824,0.003319,0.003795,0.876887,0.441227,0.318653,0.017513,,,,,,,,,,,,0.996518,0.376773,0.535287,0.040034
420,Belgium,20200825,0.003537,0.003878,0.88155,0.441634,0.320098,0.01638,,,,,,,,,,,,0.996527,0.376494,0.536781,0.040885
421,Belgium,20200826,0.003806,0.004273,0.878839,0.440258,0.328702,0.01721,,,,,,,,,,,,0.997515,0.379358,0.529607,0.040421
422,Belgium,20200827,0.00367,0.003866,0.885356,0.441719,0.331078,0.016354,,,,,,,,,,,,0.997428,0.387592,0.51895,0.040858
423,Belgium,20200828,0.003614,0.003185,0.885784,0.442911,0.320306,0.015799,,,,,,,,,,,,0.996694,0.393448,0.514401,0.040296
424,Belgium,20200829,0.003692,0.003433,0.887436,0.452219,0.319638,0.01753,,,,,,,,,,,,0.996321,0.391174,0.510162,0.042006
425,Belgium,20200830,0.003775,0.003265,0.884263,0.463747,0.327765,0.017367,,,,,,,,,,,,0.99647,0.393405,0.507728,0.040448
426,Belgium,20200831,0.006945,0.006434,0.886016,0.461598,0.328244,0.017392,,,,,,,,,,,,0.997307,0.396857,0.504289,0.044197
427,Belgium,20200901,0.007021,0.006494,0.884121,0.461403,0.329478,0.018857,,,,,,,,,,,,0.996791,0.392785,0.50572,0.044726
428,Belgium,20200902,0.00737,0.006817,0.887859,0.46702,0.32676,0.018169,,,,,,,,,,,,0.995257,0.387487,0.511786,0.046972
429,Belgium,20200903,0.007501,0.007608,0.885008,0.471839,0.324835,0.019837,,,,,,,,,,,,0.9949,0.387071,0.513437,0.047897
430,Belgium,20200904,0.007426,0.007683,0.884938,0.479913,0.328513,0.022009,,,,,,,,,,,,0.995302,0.379026,0.519078,0.049046
431,Belgium,20200905,0.007152,0.007817,0.883361,0.471079,0.33423,0.024254,,,,,,,,,,,,0.9947,0.377649,0.522895,0.052893
432,Belgium,20200906,0.007333,0.008248,0.885977,0.467552,0.329009,0.025204,,,,,,,,,,,,0.993365,0.366635,0.532956,0.053349
433,Belgium,20200907,0.004208,0.005208,0.890685,0.469721,0.319831,0.021713,,,,,,,,,,,,0.992892,0.371257,0.526493,0.048904
434,Belgium,20200908,0.003317,0.004745,0.890776,0.47617,0.31863,0.020438,,,,,,,,,,,,0.992988,0.375491,0.524708,0.051406
435,Belgium,20200909,0.003651,0.005018,0.887897,0.472338,0.317015,0.022224,,,,,,,,,,,,0.991814,0.379195,0.520611,0.054451
436,Belgium,20200910,0.006753,0.008034,0.886468,0.469776,0.312224,0.023551,,,,,,,,,,,,0.992144,0.369887,0.530794,0.061601
437,Belgium,20200911,0.008092,0.009863,0.879629,0.469549,0.313389,0.022794,,,,,,,,,,,,0.989993,0.368482,0.527184,0.067994
438,Belgium,20200912,0.008982,0.010668,0.879277,0.461882,0.306151,0.019166,,,,,,,,,,,,0.99132,0.373492,0.522531,0.066417
439,Belgium,20200913,0.010133,0.011326,0.879826,0.465342,0.306377,0.022163,,,,,,,,,,,,0.992576,0.382607,0.51994,0.068587
440,Belgium,20200914,0.011936,0.013001,0.875483,0.460754,0.319323,0.023354,,,,,,,,,,,,0.992592,0.378514,0.524819,0.073293
441,Belgium,20200915,0.01193,0.012574,0.875576,0.456055,0.320673,0.025232,,,,,,,,,,,,0.993209,0.376745,0.523144,0.073334
442,Belgium,20200916,0.011036,0.011669,0.874659,0.454191,0.327237,0.024063,,,,,,,,,,,,0.995571,0.374181,0.529575,0.073398
443,Belgium,20200917,0.008558,0.008906,0.874103,0.458776,0.33124,0.022789,,,,,,,,,,,,0.995095,0.377722,0.527022,0.077708
444,Belgium,20200918,0.008763,0.008404,0.877661,0.462749,0.332604,0.023481,,,,,,,,,,,,0.996592,0.379533,0.528861,0.077312
445,Belgium,20200919,0.008283,0.007919,0.879284,0.470764,0.336743,0.023423,,,,,,,,,,,,0.996337,0.376385,0.534397,0.080899
446,Belgium,20200920,0.007098,0.007345,0.878229,0.466035,0.340122,0.022322,,,,,,,,,,,,0.995628,0.372711,0.532986,0.084413
447,Belgium,20200921,0.006838,0.007096,0.879707,0.466971,0.333056,0.01992,,,,,,,,,,,,0.996137,0.371412,0.534697,0.084576
448,Belgium,20200922,0.007026,0.007157,0.876293,0.474886,0.329929,0.020045,,,,,,,,,,,,0.995372,0.371652,0.533645,0.092316
449,Belgium,20200923,0.007732,0.007862,0.879195,0.473102,0.328295,0.020457,,,,,,,,,,,,0.994615,0.374225,0.532263,0.09454
450,Belgium,20200924,0.0085,0.00863,0.876209,0.466232,0.320004,0.020229,,,,,,,,,,,,0.993137,0.374812,0.531032,0.092167
451,Belgium,20200925,0.007319,0.007712,0.877175,0.460553,0.314302,0.019105,,,,,,,,,,,,0.993299,0.383176,0.525427,0.092498
452,Belgium,20200926,0.006959,0.007368,0.875431,0.46374,0.318934,0.020443,,,,,,,,,,,,0.991667,0.382862,0.526345,0.091966
453,Belgium,20200927,0.00656,0.006592,0.876717,0.46338,0.312665,0.017904,,,,,,,,,,,,0.991376,0.383372,0.525013,0.096413
454,Belgium,20200928,0.00703,0.00665,0.874086,0.462278,0.31069,0.02008,,,,,,,,,,,,0.991208,0.384939,0.523051,0.095584
455,Belgium,20200929,0.007046,0.007083,0.877554,0.459345,0.314926,0.019155,,,,,,,,,,,,0.991794,0.382695,0.527989,0.090721
456,Belgium,20200930,0.0071,0.006928,0.877165,0.461534,0.309668,0.019357,,,,,,,,,,,,0.991908,0.380355,0.529126,0.092047
457,Belgium,20201001,0.006148,0.005973,0.880524,0.458286,0.324124,0.018275,,,,,,,,,,,,0.994025,0.380965,0.525745,0.088356
458,Belgium,20201002,0.007656,0.006891,0.881324,0.45976,0.331727,0.020513,,,,,,,,,,,,0.993042,0.379328,0.523125,0.091088
459,Belgium,20201003,0.009688,0.008948,0.884036,0.46034,0.333084,0.02029,,,,,,,,,,,,0.994725,0.374201,0.520562,0.092539
460,Belgium,20201004,0.009374,0.008635,0.883213,0.469202,0.335094,0.021095,,,,,,,,,,,,0.995077,0.373884,0.516252,0.087496
461,Belgium,20201005,0.009043,0.00855,0.886918,0.46632,0.342078,0.021451,,,,,,,,,,,,0.994749,0.377327,0.514424,0.090894
462,Belgium,20201006,0.0096,0.008855,0.889005,0.46033,0.341924,0.020869,,,,,,,,,,,,0.994641,0.375969,0.514118,0.092255
463,Belgium,20201007,0.009564,0.009024,0.890181,0.453138,0.346959,0.021725,,,,,,,,,,,,0.995369,0.382803,0.506455,0.095354
464,Belgium,20201008,0.010008,0.00976,0.893791,0.455347,0.347004,0.02203,,,,,,,,,,,,0.995664,0.387648,0.503979,0.101253
465,Belgium,20201009,0.009104,0.009592,0.898288,0.452622,0.345598,0.020518,,,,,,,,,,,,0.994697,0.384957,0.510091,0.100611
466,Belgium,20201010,0.007763,0.007988,0.899315,0.442642,0.344731,0.01915,,,,,,,,,,,,0.994513,0.392613,0.506069,0.100108
467,Belgium,20201011,0.009739,0.010077,0.904853,0.434557,0.343416,0.023251,,,,,,,,,,,,0.994721,0.397918,0.506412,0.109207
468,Belgium,20201012,0.008917,0.009715,0.906217,0.439291,0.338592,0.023494,,,,,,,,,,,,0.994507,0.393924,0.506981,0.117774
469,Belgium,20201013,0.009127,0.010122,0.907595,0.435004,0.339583,0.024104,,,,,,,,,,,,0.99431,0.396313,0.505586,0.126463
470,Belgium,20201014,0.00976,0.010999,0.907239,0.433915,0.333317,0.02647,,,,,,,,,,,,0.99365,0.394125,0.507272,0.13369
471,Belgium,20201015,0.009494,0.010455,0.908009,0.42335,0.331506,0.027332,,,,,,,,,,,,0.993195,0.388934,0.512615,0.136783
472,Belgium,20201016,0.010745,0.011496,0.909055,0.419229,0.334725,0.027052,,,,,,,,,,,,0.994689,0.382272,0.520381,0.14491
473,Belgium,20201017,0.011558,0.012742,0.911633,0.421304,0.336827,0.02901,,,,,,,,,,,,0.994619,0.383933,0.520647,0.153706
474,Belgium,20201018,0.010457,0.011973,0.906428,0.415811,0.336063,0.025915,,,,,,,,,,,,0.994894,0.384848,0.519413,0.158803
475,Belgium,20201019,0.010818,0.012257,0.905753,0.401083,0.338169,0.025492,,,,,,,,,,,,0.995033,0.386108,0.518375,0.158824
476,Belgium,20201020,0.010434,0.011754,0.907016,0.387883,0.342624,0.027261,,,,,,,,,,,,0.995603,0.37789,0.524997,0.163815
477,Belgium,20201021,0.010418,0.012327,0.909263,0.384025,0.350202,0.025181,,,,,,,,,,,,0.996358,0.375232,0.528037,0.171727
478,Belgium,20201022,0.011831,0.013819,0.907231,0.381118,0.350274,0.027481,,,,,,,,,,,,0.994517,0.369237,0.532113,0.180819
479,Belgium,20201023,0.0127,0.014803,0.904429,0.372,0.349779,0.02922,,,,,,,,,,,,0.994148,0.372069,0.526135,0.188977
480,Belgium,20201024,0.011977,0.014365,0.903394,0.352208,0.345848,0.0311,,,,,,,,,,,,0.99466,0.369374,0.528824,0.201319
481,Belgium,20201025,0.012656,0.015011,0.907863,0.342625,0.352188,0.032769,,,,,,,,,,,,0.994973,0.364918,0.530747,0.207556
482,Belgium,20201026,0.013188,0.015699,0.908881,0.335609,0.353795,0.034852,,,,,,,,,,,,0.995325,0.36253,0.534794,0.220279
483,Belgium,20201027,0.013708,0.016313,0.909196,0.335174,0.352253,0.035143,,,,,,,,,,,,0.993389,0.375047,0.526298,0.231822
484,Belgium,20201028,0.014361,0.016671,0.905498,0.323531,0.348684,0.038225,,,,,,,,,,,,0.992751,0.378165,0.52601,0.235689
485,Belgium,20201029,0.014162,0.017105,0.90757,0.323041,0.354552,0.03903,,,,,,,,,,,,0.995155,0.384784,0.521495,0.237892
486,Belgium,20201030,0.01407,0.016544,0.909622,0.319803,0.359319,0.040358,,,,,,,,,,,,0.995894,0.386689,0.521238,0.247193
487,Belgium,20201031,0.014532,0.016578,0.910652,0.322853,0.356617,0.039411,,,,,,,,,,,,0.995451,0.385616,0.516799,0.24507
488,Belgium,20201101,0.014031,0.015522,0.910361,0.319086,0.353074,0.040695,,,,,,,,,,,,0.995377,0.389578,0.514056,0.252878
489,Belgium,20201102,0.013346,0.014928,0.912872,0.326975,0.352765,0.040162,,,,,,,,,,,,0.994654,0.392086,0.50779,0.247941
490,Belgium,20201103,0.014078,0.015965,0.911389,0.32332,0.344858,0.040734,,,,,,,,,,,,0.995351,0.39313,0.504272,0.251743
491,Belgium,20201104,0.013364,0.01481,0.917836,0.323475,0.339351,0.039957,,,,,,,,,,,,0.995305,0.393183,0.499348,0.252158
492,Belgium,20201105,0.011215,0.012282,0.915176,0.325823,0.323892,0.038233,,,,,,,,,,,,0.994308,0.390388,0.495477,0.247255
493,Belgium,20201106,0.009728,0.010806,0.911615,0.319052,0.31075,0.039848,,,,,,,,,,,,0.99479,0.39671,0.485543,0.23758
494,Belgium,20201107,0.009802,0.010845,0.906965,0.324197,0.311468,0.040338,,,,,,,,,,,,0.995157,0.403973,0.480838,0.235145
495,Belgium,20201108,0.01093,0.012551,0.904718,0.323365,0.310777,0.040429,,,,,,,,,,,,0.994752,0.4032,0.479894,0.224137
496,Belgium,20201109,0.012737,0.014471,0.899069,0.316546,0.310927,0.04182,,,,,,,,,,,,0.994671,0.40393,0.477893,0.223883
497,Belgium,20201110,0.013292,0.014854,0.89651,0.320759,0.312526,0.042534,,,,,,,,,,,,0.994418,0.40268,0.476938,0.21366
498,Belgium,20201111,0.014838,0.016016,0.891881,0.32656,0.318693,0.043381,,,,,,,,,,,,0.995402,0.403194,0.477915,0.201898
499,Belgium,20201112,0.016679,0.017476,0.895043,0.326438,0.323778,0.043108,,,,,,,,,,,,0.995973,0.410627,0.473358,0.196333
500,Belgium,20201113,0.016892,0.018227,0.898635,0.335116,0.323672,0.042015,,,,,,,,,,,,0.995686,0.406617,0.476364,0.196397
501,Belgium,20201114,0.016431,0.017799,0.899511,0.334762,0.321088,0.042941,,,,,,,,,,,,0.995427,0.400955,0.478417,0.188835
502,Belgium,20201115,0.014815,0.015734,0.893503,0.32803,0.319191,0.040688,,,,,,,,,,,,0.994927,0.397791,0.478747,0.187528
503,Belgium,20201116,0.013357,0.013778,0.891847,0.330847,0.306377,0.038573,,,,,,,,,,,,0.996794,0.392601,0.479904,0.178749
504,Belgium,20201117,0.010474,0.010538,0.896279,0.333495,0.297673,0.035736,,,,,,,,,,,,0.997558,0.39746,0.473694,0.170463
505,Belgium,20201118,0.006816,0.007143,0.893392,0.332141,0.290475,0.033698,,,,,,,,,,,,0.997128,0.404893,0.465535,0.1736
506,Belgium,20201119,0.00918,0.009427,0.892366,0.337162,0.300854,0.033546,,,,,,,,,,,,0.997386,0.401819,0.466879,0.171144
507,Belgium,20201120,0.008862,0.00843,0.891397,0.337989,0.302882,0.031855,,,,,,,,,,,,0.996312,0.403986,0.466044,0.165393
508,Belgium,20201121,0.009951,0.009344,0.894216,0.340463,0.30167,0.02886,,,,,,,,,,,,0.995915,0.409753,0.462652,0.162177
509,Belgium,20201122,0.009555,0.009077,0.89801,0.355089,0.305337,0.029351,,,,,,,,,,,,0.995735,0.413858,0.462358,0.153747
510,Belgium,20201123,0.008316,0.007987,0.900751,0.34966,0.308033,0.027857,,,,,,,,,,,,0.994814,0.418995,0.462028,0.147771
511,Belgium,20201124,0.009757,0.009693,0.889555,0.355372,0.312444,0.029063,,,,,,,,,,,,0.993781,0.410699,0.472119,0.148188
512,Belgium,20201125,0.010154,0.010187,0.889639,0.355899,0.309344,0.027469,,,,,,,,,,,,0.992273,0.40982,0.46582,0.143732
513,Belgium,20201126,0.008076,0.007905,0.889175,0.355236,0.305615,0.026499,,,,,,,,,,,,0.991353,0.409679,0.464381,0.138825
514,Belgium,20201127,0.008395,0.009284,0.889278,0.358222,0.314817,0.025982,,,,,,,,,,,,0.990197,0.402839,0.473527,0.135621
515,Belgium,20201128,0.007573,0.008666,0.886403,0.36041,0.319467,0.027171,,,,,,,,,,,,0.989288,0.396993,0.478161,0.135705
516,Belgium,20201129,0.007891,0.009008,0.88957,0.355817,0.314816,0.025844,,,,,,,,,,,,0.989861,0.395276,0.475997,0.133862
517,Belgium,20201130,0.007635,0.008607,0.884772,0.359495,0.323978,0.026527,,,,,,,,,,,,0.989968,0.389405,0.47969,0.13133
518,Belgium,20201201,0.006618,0.00798,0.893283,0.358776,0.328645,0.026359,,,,,,,,,,,,0.990539,0.390284,0.477687,0.128331
519,Belgium,20201202,0.006739,0.008309,0.898273,0.357312,0.330012,0.026475,,,,,,,,,,,,0.992183,0.38752,0.486403,0.122483
520,Belgium,20201203,0.006828,0.008395,0.899121,0.349469,0.326912,0.029298,,,,,,,,,,,,0.991811,0.384566,0.490918,0.120471
521,Belgium,20201204,0.006803,0.007892,0.902653,0.338248,0.325127,0.028241,,,,,,,,,,,,0.992926,0.392142,0.48115,0.115955
522,Belgium,20201205,0.009539,0.010661,0.905909,0.329699,0.31963,0.025934,,,,,,,,,,,,0.994697,0.385822,0.486477,0.114545
523,Belgium,20201206,0.009548,0.01053,0.905171,0.328147,0.323704,0.026194,,,,,,,,,,,,0.994603,0.385908,0.48446,0.114068
524,Belgium,20201207,0.00995,0.011044,0.909328,0.325669,0.318269,0.028722,,,,,,,,,,,,0.994975,0.385539,0.487455,0.117713
525,Belgium,20201208,0.010612,0.011229,0.909474,0.322776,0.316207,0.025998,,,,,,,,,,,,0.994315,0.391964,0.478637,0.117202
526,Belgium,20201209,0.010368,0.010576,0.90825,0.323931,0.320277,0.02521,,,,,,,,,,,,0.992573,0.390394,0.477324,0.117428
527,Belgium,20201210,0.010534,0.010723,0.908676,0.33447,0.31673,0.02365,,,,,,,,,,,,0.994054,0.389925,0.476226,0.120425
528,Belgium,20201211,0.009159,0.010137,0.909059,0.342507,0.311696,0.023581,,,,,,,,,,,,0.993168,0.386274,0.480054,0.118919
529,Belgium,20201212,0.006791,0.007675,0.91065,0.35175,0.312434,0.025874,,,,,,,,,,,,0.992679,0.393733,0.474537,0.117266
530,Belgium,20201213,0.006952,0.007829,0.908888,0.353601,0.315374,0.02575,,,,,,,,,,,,0.991414,0.396853,0.473947,0.114636
531,Belgium,20201214,0.005967,0.007029,0.908432,0.355195,0.319405,0.024827,,,,,,,,,,,,0.988888,0.400216,0.467956,0.110226
532,Belgium,20201215,0.006236,0.007751,0.906476,0.357175,0.322939,0.026531,,,,,,,,,,,,0.989879,0.398135,0.472379,0.110434
533,Belgium,20201216,0.007133,0.008732,0.90754,0.353729,0.32377,0.027691,,,,,,,,,,,,0.991234,0.397402,0.474231,0.11042
534,Belgium,20201217,0.007469,0.008278,0.909788,0.348123,0.330105,0.026573,,,,,,,,,,,,0.990431,0.39918,0.475879,0.10689
535,Belgium,20201218,0.008885,0.009172,0.909736,0.348311,0.334537,0.028744,,,,,,,,,,,,0.992166,0.404527,0.4728,0.10809
536,Belgium,20201219,0.008987,0.009503,0.908341,0.344902,0.337814,0.028016,,,,,,,,,,,,0.991205,0.405467,0.473855,0.109152
537,Belgium,20201220,0.007997,0.008383,0.912752,0.342484,0.334058,0.027014,,,,,,,,,,,,0.992902,0.408583,0.473568,0.107521
538,Belgium,20201221,0.009465,0.009814,0.914696,0.339715,0.328707,0.024789,0.654138,,0.116095,0.364158,0.29881,0.25058,0.088022,,,,,0.995048,0.407256,0.477637,0.107668
539,Belgium,20201222,0.008048,0.007921,0.915991,0.336927,0.324884,0.022236,0.68046,,0.235014,0.444781,0.367449,0.350611,0.112942,,,,,0.995246,0.408205,0.476208,0.104418
540,Belgium,20201223,0.007733,0.007758,0.919662,0.339028,0.321332,0.022253,0.678398,,0.21378,0.406026,0.344422,0.326894,0.100464,,,,,0.995428,0.405613,0.479304,0.099548
541,Belgium,20201224,0.007214,0.008073,0.915621,0.342683,0.316902,0.021834,0.680423,,0.212061,0.402533,0.331874,0.313732,0.096792,,,,,0.996214,0.401444,0.477539,0.097861
542,Belgium,20201225,0.005716,0.006355,0.91355,0.34898,0.314258,0.017486,0.690021,,0.218528,0.402443,0.33115,0.308412,0.095795,,,,,0.995692,0.392381,0.479608,0.093649
543,Belgium,20201226,0.005095,0.005468,0.912088,0.356911,0.309141,0.01595,0.692473,,0.21622,0.404232,0.325895,0.303232,0.094082,,,,,0.995994,0.390171,0.475387,0.088572
544,Belgium,20201227,0.006398,0.00693,0.90159,0.363405,0.308615,0.016581,0.695983,,0.210753,0.403419,0.322318,0.305504,0.093794,,,,,0.996099,0.386539,0.473712,0.087647
545,Belgium,20201228,0.005566,0.005802,0.901468,0.367659,0.31056,0.016467,0.696103,,0.210397,0.402583,0.319945,0.303835,0.09258,,,,,0.9967,0.387581,0.470253,0.088006
546,Belgium,20201229,0.006491,0.006776,0.901091,0.369796,0.309833,0.017292,0.701054,,0.210592,0.396046,0.317151,0.299595,0.0911,,,,,0.996831,0.387092,0.470386,0.082813
547,Belgium,20201230,0.005359,0.005501,0.89981,0.376812,0.307422,0.01627,0.707433,,0.216601,0.403567,0.316818,0.299958,0.09254,,,,,0.997034,0.391611,0.4595,0.087292
548,Belgium,20201231,0.005339,0.005481,0.898351,0.374482,0.310715,0.016483,0.71145,,0.213516,0.40283,0.321087,0.300484,0.09185,,,,,0.996602,0.400171,0.44865,0.086004
549,Belgium,20210101,0.00588,0.006273,0.895985,0.37352,0.308035,0.017836,0.715038,,0.213468,0.400779,0.322062,0.300404,0.091286,,,,,0.997001,0.404335,0.444473,0.090205
550,Belgium,20210102,0.006545,0.007074,0.895896,0.368855,0.312218,0.017637,0.71615,,0.215832,0.403106,0.32906,0.30576,0.09469,,,,,0.997976,0.40605,0.440889,0.090727
